index,character,episode,line,season,show,characters_spoken,words_spoken
29189,Kramer,145, O.K.!,8,Seinfeld,6,1
29193,George,145," No, no, Kurt - wrong attitude. You should be happy now. ",8,Seinfeld,57,11
29195,George,145, You've still got pretty good coverage. Once the enemy advances         beyond this perimeter - <points at Kurt's head with a pen> - then         you won't be Kurt anymore.,8,Seinfeld,172,28
29200,George,145," Yes. Live, dammit. Live! Every precious moment as if this was         the last year of your life. Because in many ways...it is. <There's         a knock at the door.> Excuse me.",8,Seinfeld,178,30
29201,George,145, Celia? What are you doing here?,8,Seinfeld,32,6
29204,Elaine,145, Kurt!,8,Seinfeld,6,1
29206,Kramer,145," Oh, yeah. He's lookin' good, huh Jerry?",8,Seinfeld,40,7
29207,Jerry,145," Yeah. Alright, I think that's enough for today. <Kramer picks         up Little Jerry and takes him to the sink.> Little Jerry is lean, mean,         peckin' machine! <Kramer starts filling a pot with water.> What         are you doing with that?",8,Seinfeld,247,39
29208,Kramer,145, I'm just gonna heat this up. Make a little hot-tub for Little         Jerry.,8,Seinfeld,77,13
29209,Jerry,145," Hey, Kramer...?",8,Seinfeld,16,2
29210,Jerry,145," Be careful. <George enters.> Hey, guess what! Little Jerry         ran from here to Newman's in under thirty seconds!",8,Seinfeld,118,18
29211,George,145, Is that good?,8,Seinfeld,14,3
29212,Jerry,145, I don't know. Where have you been?,8,Seinfeld,35,7
29213,George,145," Celia broke out of prison. I'm sitting in my home, she shows         up at the door!",8,Seinfeld,85,16
29214,Jerry,145, Oh my God! The break-out/pop-in!,8,Seinfeld,33,5
29215,George,145," Yeah. Hey Jerry, listen to this. I discovered something even         better than conjugal visit sex. Fugitive sex! Now, it's like everytime         -",8,Seinfeld,150,22
29217,Elaine,145," Hey Kurt, slow down! I just can't marry you, whim-bam-boom! I         mean, I need some ""fiance-time,"" I need some ""make-my-girlfriends-jealous""         time...",8,Seinfeld,161,21
29219,Elaine,145," Yeah, yeah, that too.",8,Seinfeld,22,4
29221,Elaine,145, I don't know...a year?,8,Seinfeld,23,4
29223,Elaine,145, Could I see the ring again?,8,Seinfeld,28,6
29225,Elaine,145," Well, it'll be a couple of years before he's completely bald.         Those'll be good times.",8,Seinfeld,94,15
29226,Jerry,145," Marriage is a big step, Elaine. Your life'll totally change.",8,Seinfeld,61,10
29227,Elaine,145," Jerry, it's three-thirty in the morning. I'm at a cockfight.         What am I clinging to? <George comes over.>",8,Seinfeld,113,18
29228,George,145," Hey, sorry I'm late. ",8,Seinfeld,22,4
29229,Jerry,145, Where's Celia?,8,Seinfeld,15,2
29230,George,145," She didn't want to come, she's not really into sports. <Kramer         comes over with Little Jerry.>",8,Seinfeld,102,16
29231,Jerry,145," Hey, how's he doin'?",8,Seinfeld,21,4
29232,Kramer,145," He's got a big sweat going. <Takes an envelope out of his         pocket.> Oh, this came for you express-mail. It's from your parents.",8,Seinfeld,135,23
29234,Kramer,145, There's Marcelino. <Marcelino enters the ring holding a huge         white rooster.>,8,Seinfeld,85,11
29235,Jerry,145, Look at the size of his bird!,8,Seinfeld,30,7
29236,Kramer,145, That looks like a dog with a glove on his head.,8,Seinfeld,48,11
29246,Jerry,145, He's a ringer!,8,Seinfeld,15,3
29247,George,145," Where's the tamale guy? <The bell rings, and the cockfight         begins.>",8,Seinfeld,76,11
29248,Kramer,145, Little Jerry's going to get his clock cleaned. I gotta get him         outta there. ,8,Seinfeld,85,14
29250,Jerry,145, Kramer!,8,Seinfeld,8,1
29251,Elaine,145, Stop the fight!,8,Seinfeld,16,3
29253,Elaine,145, Why did you get into a fist fight with the cop? You were innocent!,8,Seinfeld,67,14
29255,Elaine,145," So, how long are you gonna be in here for?",8,Seinfeld,43,10
29257,Elaine,145," So, 10 to 14 months.",8,Seinfeld,21,5
29269,Jerry,148," So what's the great moment? You're on your death bed, they're               pounding on your chest - and you're going 10, 9, 8,.. I told you               this thing was good!",8,Seinfeld,176,29
29271,Jerry,148, I know.. How about dessert?,8,Seinfeld,28,5
29273,Jerry,148, Why?,8,Seinfeld,5,1
29275,Jerry,148, What? Today? Really?,8,Seinfeld,21,3
29278,George,148," So, she went out with you on a first date.. and it was               her birthday?",8,Seinfeld,83,15
29279,Jerry,148, Yeah. And she picked the day!,8,Seinfeld,30,6
29280,George,148, Is she socially awkward?,8,Seinfeld,25,4
29281,Jerry,148," No, she's great! She's.. attractive, she's fun..",8,Seinfeld,49,7
29282,George,148," Well, maybe she decided to celebrate her birthday on the               Monday after the weekend.",8,Seinfeld,97,14
29283,Jerry,148, She's not Lincoln.,8,Seinfeld,19,3
29284,Kramer,148, Hey! Anybody up for Lorenzo's pizza?,8,Seinfeld,37,6
29285,Jerry,148, I'll pass.,8,Seinfeld,11,2
29286,Kramer,148," Oh, yeah? Huh.  Hey, George! Pizza? Yum,               yum!",8,Seinfeld,60,8
29287,George,148," Eh, I can't. I gotta go down to the foundation. I'm interviewing               high schoolers for the Susan Ross.. scholarship.",8,Seinfeld,128,19
29288,Jerry,148, Does it ever bother you that this organization-,8,Seinfeld,48,8
29289,George,148, Nope!,8,Seinfeld,6,1
29290,Jerry,148, is beating the bushes-,8,Seinfeld,23,4
29291,George,148, Nope! ,8,Seinfeld,7,1
29292,Jerry,148, to basically give this money away-,8,Seinfeld,35,6
29293,George,148, Noo!,8,Seinfeld,5,1
29294,Jerry,148," to virtually anyone, as long as they're not you?",8,Seinfeld,49,9
29295,George,148,  I'm fine with it! Fi-hi-hi-hine               I say! ,8,Seinfeld,55,7
29298,George,148," Quick, what's your favorite animal?",8,Seinfeld,36,5
29300,George,148,  A frog?,8,Seinfeld,9,2
29302,George,148,  Frog is wrong.,8,Seinfeld,16,3
29303,George,148,"  I see here that you play the harp.. tell me,               why do you have to tilt it? Can't you just build it on an angle?               It'd save you a lot of trouble.",8,Seinfeld,171,32
29305,George,148,"  Yeah, yeah. We'll, uh, let you know.",8,Seinfeld,38,7
29306,George,148,  I see your G.P.A's a 4.0.,8,Seinfeld,27,6
29308,George,148," so, uh, Steven.. I see you're president of the chess club.",8,Seinfeld,59,11
29310,George,148, Who's your favorite chess player?,8,Seinfeld,34,5
29312,George,148," Right.  Nastercoff.. What country is he from,               again?",8,Seinfeld,67,8
29314,George,148,"  Woah, woah, woah! What are you               telling me for? You really had me going, there! C'mon, sit down.               ",8,Seinfeld,126,18
29317,Jerry,148," Wow. That's great! When it comes out, I'll have to get someone               to ghost read it.",8,Seinfeld,95,16
29318,Kramer,148, Hey.,8,Seinfeld,5,1
29319,Jerry,148, Hey.,8,Seinfeld,5,1
29320,Elaine,148, Hey!,8,Seinfeld,5,1
29321,Kramer,148," Alright, so there I am at Lorenzo's - loading up my slice               of the fixin's bar.. garlic,  and what-not.. mmm,",8,Seinfeld,122,20
29322,Jerry,148, The Van Buren Boys? There's a street gang named after President               Martin Van Buren?,8,Seinfeld,96,14
29323,Kramer,148," Oh yeah, and they're just as mean as he was! So, I make               a move to the door, you know,  they block it! So,               I lunged for the bathroom.",8,Seinfeld,161,29
29324,Elaine,148, What? What happened?,8,Seinfeld,21,3
29325,Kramer,148, Because I'm still holding the garlic shaker.. Yeah.. like               this  I'm only showing               eight fingers.,8,Seinfeld,124,15
29326,Jerry,148," Well, what does that mean?",8,Seinfeld,27,5
29327,Kramer,148," That's their secret sign! See, Van Buren, he was teh eighth               President..  They thought I was a former Van               B. Boy!",8,Seinfeld,141,21
29334,Jerry,148,  She coming of a bad break-up?,8,Seinfeld,31,6
29337,Jerry,148, Any messages?,8,Seinfeld,14,2
29340,Jerry,148, They act like it was some act of charity. Just going out               with her.,8,Seinfeld,81,14
29341,George,148," So, she's the loser of the group. Every group has someone               that they all make fun of.. Like us with Elaine. ",8,Seinfeld,122,21
29342,Jerry,148, There is no way Ellen is the loser of that group.,8,Seinfeld,50,11
29343,George,148, Are you looking deep down at the real person underneath?,8,Seinfeld,57,10
29344,Jerry,148," No, I'm being as superficial as I possibly can!",8,Seinfeld,48,9
29345,George,148,"  Hey, I htink I may have found someone               for the scholarship.",8,Seinfeld,74,11
29346,Jerry,148, Yeah?,8,Seinfeld,6,1
29347,George,148," I'm interviewing all these annoying little overachievers..               finally, this kid walks in - Steven Koren - a regular guy.. likes               sports.. watches T.V..",8,Seinfeld,176,23
29348,Jerry,148, Is he smart?,8,Seinfeld,13,3
29349,Jerry,148, Hey! Just like you pretend to be.,8,Seinfeld,34,7
29350,George,148," Yes. With a little guidance, Steven Koren is going to be               everything I claim to be, only for real. That's my dream, Jerry.",8,Seinfeld,136,23
29351,Jerry,148, I had a dream last night that a hamburger was eating me!,8,Seinfeld,57,12
29353,Elaine,148," Mister Peterman, thanks for having me over. Your place               isn't quite what I imagined.. ",8,Seinfeld,100,14
29355,Elaine,148," Well,  what part of your life                do you want to start with? Foreign",8,Seinfeld,80,13
29357,Elaine,148, Oh. ,8,Seinfeld,5,1
29359,Elaine,148," Well, Mister Peterman, do you want to, um..",8,Seinfeld,44,8
29361,Elaine,148," get, um, started..",8,Seinfeld,19,3
29363,Elaine,148,"  Well, I - I got               ta tell you, Mister Peterman.. I don't think I see a whole book               here.",8,Seinfeld,115,19
29365,Elaine,148," You know, a friend of mine almost got beat up at that place               by the Van Buren Boys?",8,Seinfeld,97,18
29367,Elaine,148, Yeah. The only think that saved him is that he accidentally               flashed their secret gang sign.,8,Seinfeld,106,16
29369,Elaine,148," But, that didn't happen to you.",8,Seinfeld,32,6
29371,Elaine,148," No, I - I really don't think you can do that.",8,Seinfeld,46,11
29373,Elaine,148, You know what? Maybe I better talk to my friend.,8,Seinfeld,49,10
29375,Jerry,148, Is that the same outfit you were wearing yesterday?,8,Seinfeld,52,9
29377,Jerry,148," Actually, yeah.  Wait a second! Is that the fork               that fell on the floor?!  Are you using the fork that               fell on the floor?!",8,Seinfeld,151,24
29379,Jerry,148, I guess that's all right.,8,Seinfeld,26,5
29381,Jerry,148," No, absolutely nothing.  You're fantastic!                Hey guys!",8,Seinfeld,68,7
29382,George,148, Hey.,8,Seinfeld,5,1
29383,Jerry,148,"  Kramer, George, this is Ellen.",8,Seinfeld,32,5
29385,George,148," Ladies and gentlemen, this  is Steven Koren. His G.P.A. is a solid 2.0! Right in that               meaty part of the curve -",8,Seinfeld,126,22
29387,George,148, I'm sure we're all aware of the flaws and biases of standardized               tests..,8,Seinfeld,87,13
29389,George,148," Besides, Steven Koren has the highest of aspirations. He               wants to be  an architect.",8,Seinfeld,98,14
29392,George,148,"  Steven, nothing is higher than an architect.",8,Seinfeld,46,7
29395,George,148,"  No, it's not.",8,Seinfeld,15,3
29397,George,148,  It's called a T-square.,8,Seinfeld,25,4
29403,Kramer,148," And they made it their sign, because, Van Buren, our 8th               President, was the man they most admired.",8,Seinfeld,113,18
29405,Kramer,148," You know, if you like that one, I got more.. what are you               looking for? Romance? Comedy? Adventue? .. Erotica? ",8,Seinfeld,125,20
29406,Elaine,148," No, uh, Kramer. I don't think -",8,Seinfeld,32,7
29408,Kramer,148, My whole lot?,8,Seinfeld,14,3
29410,Kramer,148,  1500 dollars.,8,Seinfeld,15,2
29412,Kramer,148,  Done!,8,Seinfeld,7,1
29414,Kramer,148," Okay..  Well, I, Uh.. I like to work in the               evenings.. ",8,Seinfeld,70,11
29416,Elaine,148, Would you please just get on with the stupid Bob Saccamano               story?!,8,Seinfeld,81,12
29417,Kramer,148," Well, I'm on the phone with Bob, and I realize right then               and there that I need to return this pair of pants. So, I'm off               to the store.",8,Seinfeld,164,29
29418,Elaine,148, What happened to Bob Saccamano?,8,Seinfeld,32,5
29419,Kramer,148," Well, nothing. His part of the story is done.                So I'm waiting for the",8,Seinfeld,84,14
29420,Elaine,148," Alright, well, now that's something..",8,Seinfeld,38,5
29421,Kramer,148," Well, I don't know if I lost track of time - or what, but               the next think I knew.. ",8,Seinfeld,97,19
29422,Elaine,148,  A train is bearing down on you?!,8,Seinfeld,34,7
29423,Kramer,148," No, I slipped - and fell in the mud. Ruining the very pants               I was about to return.",8,Seinfeld,97,18
29424,Elaine,148,  I don't understand.. you were wearing               the pants you were returning?,8,Seinfeld,83,11
29425,Kramer,148," Well, I guess I was..",8,Seinfeld,22,5
29426,Elaine,148,  What were you gonna wear on the way back?,8,Seinfeld,43,9
29427,Kramer,148," Elaine, are you listening?! I didn't even get there!                All right, next story..",8,Seinfeld,92,13
29428,Elaine,148," Alright, I think I got enough for one day.",8,Seinfeld,43,9
29429,Kramer,148," Yeah, yeah, chew on that.",8,Seinfeld,26,5
29430,Elaine,148,"  Yeah, I'll chew on that.",8,Seinfeld,26,5
29431,Kramer,148," Oh, hey, listen, by the way - I'm hosting a little get-together               tonight in honor of my little financial upturn..",8,Seinfeld,127,20
29432,Elaine,148," Oh, thanks. I've got plans.",8,Seinfeld,28,5
29433,Kramer,148," Elaine, you should be there to document it.",8,Seinfeld,44,8
29434,Elaine,148,"  Oh, you're getting together with               some of your jackass friends, and you want me to take notes?",8,Seinfeld,109,17
29435,Kramer,148," Yeah, but get there after nine. You know, give the poeple               a chance to loosen up.",8,Seinfeld,95,16
29437,Jerry,148, So you're denying him the scholarship just because he wants               to be a city planner?,8,Seinfeld,96,15
29438,George,148," I was betrayed! That kid was like a son to me. And if there's               one person you should be able to hold down, it's your own flesh               and blood. Like my",8,Seinfeld,173,31
29439,Jerry,148," You know, maybe philanthropy is not your field.  Hello. Oh, Hi, Ellen. Yeah, I called the hotel..               we're all set for the weekend.",8,Seinfeld,143,23
29440,George,148, You're spending the weekend with Ellen?,8,Seinfeld,40,6
29441,Jerry,148,"  Vermont!                With any luck, they said we could stay an extra couple of days if               we want to! (George is",8,Seinfeld,128,20
29442,George,148,  You want to start?,8,Seinfeld,20,4
29443,Kramer,148,"  Uh, No, no, no.. you go ahead. I gotta get               my thoughts together.",8,Seinfeld,80,13
29444,George,148," Jerry, this whole Ellen situation.. has gone far enough.",8,Seinfeld,57,9
29445,Jerry,148, What?!,8,Seinfeld,7,1
29446,Kramer,148,"  Jerry, she's a loser. ",8,Seinfeld,24,4
29447,Jerry,148, Where is this coming from? She's great!,8,Seinfeld,40,7
29448,George,148,"  Why're you doing this, Jerry? Is it your career?               Things will pick up.",8,Seinfeld,85,13
29449,Jerry,148, There's nothing wrong with my career!,8,Seinfeld,38,6
29450,Kramer,148,"  Well, I still like the Bloomingdale's executive               training program for him.",8,Seinfeld,89,11
29451,George,148, I though we said we weren't going to discuss that now!,8,Seinfeld,55,11
29452,Kramer,148," Well, you know, I think it's something he should consider.",8,Seinfeld,59,10
29453,George,148," Of course he should consider it, but now is not the time!",8,Seinfeld,58,12
29454,Kramer,148," Listen, George, all these issues are interrelated.",8,Seinfeld,51,7
29455,Jerry,148,  Alright! Excuse me!  I'm not buying any               of this!,8,Seinfeld,64,9
29456,Kramer,148," All right, so what're you saying? That we're wrong? Oh,               everybody's wrong but you!",8,Seinfeld,97,14
29457,Jerry,148," You know, this is liek that Twilight Zone where the guy               wakes up, and he's the same - but everyone else is different!",8,Seinfeld,132,23
29458,Kramer,148, Which one?,8,Seinfeld,11,2
29459,Jerry,148, They were all like that!,8,Seinfeld,25,5
29462,George,148," Well, Steven, I, uh.. ",8,Seinfeld,23,4
29465,George,148, Oh.. nice.,8,Seinfeld,11,2
29467,George,148," What about architect, Steven?",8,Seinfeld,30,4
29471,Kramer,148," Yeah, well, you got that straight!  Hey,               Elaine, try the beef - because that's realy au jus sauce, huh.                Real au jus sauce!",8,Seinfeld,152,23
29472,Elaine,148,  I'll make a note of it.,8,Seinfeld,25,6
29474,Kramer,148, Yeah?,8,Seinfeld,6,1
29476,Kramer,148," Ohh kay! Well, you know, I had Bob Saccamano on the phone,               and I suddenly realized that I- ",8,Seinfeld,106,18
29477,Elaine,148, You can't tell that story now. It belongs to Peterman.,8,Seinfeld,55,10
29478,Kramer,148, What do ya mean?,8,Seinfeld,17,4
29479,Elaine,148, You signed the release.,8,Seinfeld,24,4
29480,Kramer,148, Yeah.,8,Seinfeld,6,1
29481,Elaine,148, He sat in mud. Not you.,8,Seinfeld,24,6
29482,Kramer,148, But I did sit in mud.,8,Seinfeld,22,6
29483,Elaine,148,  Ya didn't! You never sat in mud!,8,Seinfeld,34,7
29484,Kramer,148,  I was all dirty!,8,Seinfeld,18,4
29485,Elaine,148, It ever happened! Understand?,8,Seinfeld,30,4
29486,Kramer,148,"  Hey, hey, hey! All right! Yeah, uh, yeah.. well..               Uh, the pants. they, uh, they fit, uh, well - and so I, uh, decided               I wasn't gonna return them!",8,Seinfeld,175,29
29488,Kramer,148," What? You're gonna go now? Hey, woah! I don't.. ",8,Seinfeld,49,9
29489,Kramer,148,"  Kramer, Kramer! I got big trouble with the -               with the Van Buren Boys.",8,Seinfeld,85,14
29490,Kramer,148," Hey, now, they're tough cookies.",8,Seinfeld,33,5
29491,George,148," Yeah, and I - I heard you got on their good side. Now,               what'd you do?",8,Seinfeld,84,16
29492,Kramer,148," Uh.. ah,  Oh, nothing - nothing.. No, I certainly               don't have any stories, if that's",8,Seinfeld,98,15
29493,George,148,"  Kramer, do you know what those guys are gonna               do to me?!",8,Seinfeld,72,12
29494,Kramer,148," Yeah, well, uh.. you know uh, you didn't hear from me,               but, uh, the Van Buren Boys - they never hassle their own kind.",8,Seinfeld,133,24
29495,George,148," You mean, like, a former member?",8,Seinfeld,33,6
29497,Elaine,148," These Kramer stories are unusable!                I mean, some of them aren't even stories!  Look,               this is a list of things in his",8,Seinfeld,145,22
29498,Jerry,148, Is my toaster oven on there?,8,Seinfeld,29,6
29499,Elaine,148, How am I ever gonna turn this into a book?,8,Seinfeld,43,10
29500,Jerry,148," Well, just shape them - change them. You're a writer.",8,Seinfeld,54,10
29501,Elaine,148, Yes! I'm a writer.,8,Seinfeld,19,4
29502,Jerry,148, Make them interesting.,8,Seinfeld,23,3
29503,Elaine,148, Interesting! Of course! People love interesting writing!,8,Seinfeld,57,7
29504,Jerry,148," Well, I gotta go to the airport. I'm picking up my parents.",8,Seinfeld,60,12
29505,Elaine,148, What? Wheren't they just here?,8,Seinfeld,31,5
29506,Jerry,148, Yeah. I'm flying them in to meet Ellen. I don't know where               to turn! I gotta see what they think of her.,8,Seinfeld,118,22
29507,Elaine,148, Maybe we could all have dinner later?,8,Seinfeld,38,7
29508,Jerry,148, I don't think so. I'm gonna try to get them to fly right               back tonight.,8,Seinfeld,85,15
29509,Kramer,148," Oh, hey! Hey, have I told you about my bunions? Oh, you're               gonna love this story!  So, I line up my               cold cuts on the couch",8,Seinfeld,151,26
29510,Jerry,148," Kramer, this is awful! We don't want to hear about this!",8,Seinfeld,57,11
29511,Kramer,148, Damn!,8,Seinfeld,6,1
29512,Jerry,148, What?,8,Seinfeld,6,1
29513,Kramer,148," Oh, I bought a bunch of bunion stories from Newman - but               they all stink!",8,Seinfeld,87,15
29514,Elaine,148, How much did you pay for them?,8,Seinfeld,31,7
29515,Kramer,148, Eight bucks! I think I got ripped off! ,8,Seinfeld,40,8
29517,Elaine,148," Oh, what didn't you like about the first chapter?",8,Seinfeld,50,9
29518,Elaine,148," Oh, no, no! That's where it gets interesting! Don't you               see? The - the train is bearing down on you, you - you dive into               a side tunnel - and you run into a",8,Seinfeld,184,34
29520,Elaine,148," Yeah.. yeah. I know. Um.. how about if, instead of.. diving               from the train, you.. uh, you, I don't know, you slip and, and fall               in some mud, and.. ruin your",8,Seinfeld,185,31
29524,Kramer,148," Mister Peterson, you gotta sell me my stories back!",8,Seinfeld,52,9
29526,Elaine,148," No, no. Mister Peterman, why don't we keep them - as a,               as a reference?",8,Seinfeld,86,15
29528,Kramer,148, Yippie-yi-yay!,8,Seinfeld,15,1
29531,George,148," Hey, Van B. Boys.",8,Seinfeld,18,4
29533,George,148," Now, fellas, fellas.. easy. You wouldn't want to beat up               on one of your own.",8,Seinfeld,91,15
29535,George,148, Right.. the sign. ,8,Seinfeld,19,3
29537,George,148,  It was when I was banging!,8,Seinfeld,28,6
29539,George,148, Love to! ,8,Seinfeld,10,2
29544,Jerry,148,  So? What do you think?,8,Seinfeld,24,5
29546,Jerry,148, I knew it! I'm not crazy.,8,Seinfeld,26,6
29550,Jerry,148,"  Now, I'm not               so sure.",8,Seinfeld,37,5
29552,Jerry,148," yeah, Amber.. I wonder if she's back from Vegas..",8,Seinfeld,50,9
29555,George,148," Alright, alright!  Seinfelds!",8,Seinfeld,30,3
29557,George,148," Shhh! Listen, you gotta do me a favor. Give me your wallet.               I'll give it back to you later.",8,Seinfeld,106,19
29559,George,148," Eh, they're trying to pick out a new couch - you don't               want to know.  Give me               your wallet, or I'll spill your",8,Seinfeld,138,23
29561,George,148," Come on, hurry up, old man! I'm an animal!",8,Seinfeld,43,9
29563,George,148,"  Please, please, they're gonna hit me! ",8,Seinfeld,40,6
29588,George,152," Oh, boy I was up to four in the morning watching the Omen trilogy.",8,Seinfeld,67,14
29589,Jerry,152, That's good stuff.,8,Seinfeld,19,3
29590,George,152, I can't to myself. I'm exhausted.,8,Seinfeld,34,6
29591,Jerry,152, Can you grab a nap at work.,8,Seinfeld,28,7
29592,George,152, Not with that big glass window looking out into the hall. I'd         love a good nap. That's the only thing getting me out of bed in the morning.         I'll see ya'.,8,Seinfeld,169,31
29593,Elaine,152, Bye.,8,Seinfeld,5,1
29594,Jerry,152, So what are you doing now?,8,Seinfeld,27,6
29595,Elaine,152, I'm going to take a little stroll through the park.,8,Seinfeld,52,10
29596,Jerry,152, With a gentleman caller?,8,Seinfeld,25,4
29597,Elaine,152," Yes, his name is Hal.",8,Seinfeld,22,5
29598,Jerry,152, The walking date is a good date. You don't have to look right         at the other -person.,8,Seinfeld,92,17
29599,Elaine,152, It's the next best thing to being alone.,8,Seinfeld,41,8
29600,Jerry,152, Shower?,8,Seinfeld,8,1
29601,Kramer,152," No, pool. I just swam 200 laps. ",8,Seinfeld,33,7
29602,Elaine,152, You are kidding.,8,Seinfeld,17,3
29603,Kramer,152, Look at hose babies . They're prunes. I saw Conrad going         up to oyur place.,8,Seinfeld,83,15
29604,Elaine,152," Oh, yeah, that's right. Those new kitchen cabinets. How is that         coming?",8,Seinfeld,80,12
29605,Jerry,152, A little slow. I've got to hold this guy's hand on every little         decision.,8,Seinfeld,82,14
29606,Elaine,152," Hey, Kramer, listen, you've seen the Omen right?",8,Seinfeld,49,8
29607,Elaine,152, What exactly was that kid?,8,Seinfeld,27,5
29608,Kramer,152," Who, Damien? Nothing, just a mischievous, rambunctious kid.",8,Seinfeld,60,8
29611,Elaine,152, Well I don't care. It was delicious.,8,Seinfeld,37,7
29612,Elaine,152, Wanna sit down?,8,Seinfeld,16,3
29614,Elaine,152, Really?,8,Seinfeld,8,1
29616,Elaine,152," Oh those places have the stupidest names. Like, uh, ""Back         in "", or ""Good Vertibrations"".",8,Seinfeld,97,15
29619,Jerry,152, Yeah.,8,Seinfeld,6,1
29621,Jerry,152," You know, why don't we just go with the one in your hand?",8,Seinfeld,58,13
29623,Jerry,152, Drop one. . . . left! ,8,Seinfeld,23,6
29624,George,152," Jerry, look at my eyes.",8,Seinfeld,24,5
29625,Jerry,152, A little less beady today.,8,Seinfeld,27,5
29626,George,152, Because I'm REFRESHED. I finally found a way to sleep in my office.         Under the desk. I lie on my back. I tuck in the chair. I'm invisible.       ,8,Seinfeld,153,28
29627,Jerry,152, Sounds like a really cool fort. ,8,Seinfeld,33,6
29628,George,152," Conrad, is it?",8,Seinfeld,15,3
29630,George,152," Uh, let me ask you a question. Could you, uh, expand the space         underneath a desk to give it a little more headroom?",8,Seinfeld,124,23
29631,Jerry,152, He's kind of tied up here.,8,Seinfeld,27,6
29632,George,152," It'll have to be a night job anyway. You don't normally work         after dinner, do you?",8,Seinfeld,91,16
29634,Jerry,152, Why don't you just work on George's project for a while?,8,Seinfeld,57,11
29636,Jerry,152, So how was Wednesday's walk in the park with Hal.,8,Seinfeld,50,10
29637,Elaine,152," Uh, it was okay,. He's coming over later to watch a movie. Hey         listen, what's better for your back? Couch cushions or a folding chair?       ",8,Seinfeld,150,25
29638,Jerry,152, I don't know. ,8,Seinfeld,15,3
29639,Elaine,152," Uh, maybe we'll just stand and watch the tv. . I         gotta go someone's at my door. Yeah!",8,Seinfeld,94,18
29641,Elaine,152, Yeah.,8,Seinfeld,6,1
29643,Elaine,152," Mattress, I didn't order a mattress. Who sent this? Hal Kitzmiller?       ",8,Seinfeld,75,11
29644,George,152," Do you think it might be possible to add a little shelf like,         uh, for an alarm clock?",8,Seinfeld,94,18
29646,George,152, Like this.,8,Seinfeld,11,2
29648,George,152," Thanks. You know this could sound crazy but, what do you think         about adding a drawer for - like a blanket?",8,Seinfeld,115,21
29650,George,152, Blanket.,8,Seinfeld,9,1
29652,George,152, Maybe like this.,8,Seinfeld,17,3
29654,George,152," Yeah, like that.",8,Seinfeld,17,3
29656,George,152, That is what I want.,8,Seinfeld,21,5
29658,George,152, Whatever!!. . . . Oh oh oh this is unbelievable. This is better         than my bed at home.,8,Seinfeld,93,18
29659,George,152, Its been a long night. You go home and get some sleep. ,8,Seinfeld,56,12
29661,George,152, That's what I want.,8,Seinfeld,20,4
29663,George,152, Good morning Mr. Wilhelm.,8,Seinfeld,26,4
29664,Kramer,152, got problems Jerry.,8,Seinfeld,20,3
29665,Jerry,152, What happened?,8,Seinfeld,15,2
29666,Kramer,152, Well I had been swimming for three hours and I was in a real         grove so I decided to keep going. But at ten they start the aquasonics         Thirty-five geriatrics throwing elbows. It was like I was swimming through         a flabby armed spanking machine.,8,Seinfeld,264,44
29667,Jerry,152, How long did that last?,8,Seinfeld,24,5
29668,Kramer,152," A half hour then diving class started. Well… that got a         little messy. I gotta find a new place to swim 'cause that pooll can't         hold me, Jerry.",8,Seinfeld,159,28
29669,Jerry,152, How was the movie?,8,Seinfeld,19,4
29670,Elaine,152, I cancelled. Hal sent a mattress to my apartment. The nerve of         that guy. ,8,Seinfeld,82,14
29671,Jerry,152, So you think he was expecting a roll in the supportive hay.,8,Seinfeld,60,12
29672,Elaine,152, After one date!,8,Seinfeld,16,3
29673,Kramer,152," Oh, that's right.",8,Seinfeld,18,3
29674,Jerry,152, So what are you going to do with the mattress?,8,Seinfeld,47,10
29675,Elaine,152, I don't know. Chuck it?,8,Seinfeld,24,5
29676,Kramer,152," Oh, no no no no I'll take it. Why don't you come over. Let's         see if it will fit in my bedroom.",8,Seinfeld,103,22
29677,Elaine,152," Oh, all right.",8,Seinfeld,15,3
29678,Kramer,152, My old one sprung a leak.,8,Seinfeld,26,6
29679,Elaine,152, You have a water bed?,8,Seinfeld,22,5
29680,Kramer,152, Sand! It's like sleeping on the beach.,8,Seinfeld,39,7
29683,Jerry,152, How about this? . . . Finish this thing up today!,8,Seinfeld,50,11
29685,Jerry,152, No. No more questions. Just figure it out for yourself and get         it done.,8,Seinfeld,80,14
29687,Jerry,152, Just . . . do it. ,8,Seinfeld,19,6
29692,Elaine,152," Well, what did you intend, Hal?",8,Seinfeld,32,6
29694,Elaine,152, Custom designed?,8,Seinfeld,17,2
29696,Elaine,152," Uh, that is the nicest thing anyone has ever done for me.",8,Seinfeld,58,12
29698,Elaine,152," Oh, I love it. I'm glad . . . I kept it.",8,Seinfeld,41,12
29702,Kramer,152, Jer.,8,Seinfeld,5,1
29703,Jerry,152, Hi.,8,Seinfeld,4,1
29704,Kramer,152, Well my swimming pool problems are solved. I just found myself         miles and miles of open lanes.,8,Seinfeld,102,17
29705,Jerry,152, What is that smell?,8,Seinfeld,20,4
29706,Kramer,152, That's East River.,8,Seinfeld,19,3
29707,Jerry,152, You're swimming in the East River? The most heavily trafficked         overly contaminated waterway on the eastern seaboard?,8,Seinfeld,125,17
29708,Kramer,152, Technically Norfolk  has more gross tonnage.,8,Seinfeld,45,6
29709,Jerry,152, How could you swim in that water?,8,Seinfeld,34,7
