id,character,episode,line,season,show,characters_spoken,words_spoken,,,character,episode,line,season,show,characters_spoken,words_spoken
62380,Kenny,11,,7,Southpark,0,0,,,,,,,,,
62381,Cartman,11,Who's joking? ,7,Southpark,14,2,,,,,,,,,
62382,Kyle,11,You guys! You guys! I have awesome news!,7,Southpark,40,8,,,,,,,,,
62383,Cartman,11,You have AIDS?,7,Southpark,14,3,,,,,,,,,
62384,Kyle,11,"No. This Saturday, for my birthday, my Mom says she's takin' me to Casa Bonita, in Denver, and I get to invite three friends!.",7,Southpark,126,24,,,,,,,,,
62385,Cartman,11,Wow! Casa Bonita?!,7,Southpark,18,3,,,,,,,,,
62386,Kenny,11,,7,Southpark,0,0,,,,,,,,,
62387,Stan,11,What's Casa Bonita?,7,Southpark,19,3,,,,,,,,,
62388,Cartman,11,"Dude, haven't you ever been there?! It's a big Mexican restaurant where they have, like, cliff jumpers and Black Bart's Cave and  all kinds of stuff!",7,Southpark,149,26,,,,,,,,,
62389,Kyle,11,It's like the Disneyland of Mexican restaurants.,7,Southpark,48,7,,,,,,,,,
62390,Cartman,11,This Saturday! Awesome!  Casa Bonita! Casa Bonita! Food and fun in a festive atmosphere.  Casa Bonita!,7,Southpark,102,16,,,,,,,,,
62391,Kyle,11,Who said I'm inviting you? ,7,Southpark,27,5,,,,,,,,,
62392,Cartman,11,You... your Mom said you could take three friends.,7,Southpark,50,9,,,,,,,,,
62393,Kyle,11,Yes. Three friends. You're not my friend.,7,Southpark,41,7,,,,,,,,,
62394,Cartman,11,"Wuh ih uh... Weh come on, Kyle, who the hell else are you gonna take besides Stan and Kenny?",7,Southpark,92,19,,,,,,,,,
62395,Kyle,11,"I'm gonna take Butters. He invited me to his birthday party last month, so I owe him one.",7,Southpark,89,18,,,,,,,,,
62396,Cartman,11,Butters?! You're gonna take THAT butt hole?! Why?!,7,Southpark,50,8,,,,,,,,,
62397,Kyle,11,Because Butters isn't a total dick to me!,7,Southpark,41,8,,,,,,,,,
62398,Cartman,11,I have never been a dick to you.,7,Southpark,32,8,,,,,,,,,
62399,Kyle,11,Oh please! All you ever do is call me names and rip on me for being Jewish!,7,Southpark,75,17,,,,,,,,,
62400,Cartman,11,"Kyle, when have I ever ripped on you for being a Jew?",7,Southpark,53,12,,,,,,,,,
62401,Kyle,11,"Oh yeah?! Well you're a stupid Jew! You're a Jew! Shut your God-damned Jew mouth! Good job, Jew! Jew... Shut up, Jew! You're Jewish!! Dude, he's Jewish! Jew! Jew! Jew! Jew! Jew! Jew! Jew?! ""I told you Jewish people don't have rhythm."" ""Fuck off, Cartman!""",7,Southpark,255,45,,,,,,,,,
62402,Cartman,11,"Okay, except maybe for that one time.",7,Southpark,37,7,,,,,,,,,
62403,Kyle,11,"You've always been a dick to me, Cartman, and I'm not inviting you. ",7,Southpark,68,13,,,,,,,,,
62404,Cartman,11,"Kyle, you don't understand! Casa Bonita is my most favorite place  in the whole world. I'll just, I'll just die if you don't take me! Please! ",7,Southpark,142,26,,,,,,,,,
62405,Kyle,11,"Sorry, my mind's made up.",7,Southpark,25,5,,,,,,,,,
62406,Cartman,11,"Well fuck you, Kyle!! I don't wanna go to your faggy birthday party anyway! I'd much rather hang out at home than have to be around you and your Jew mom for a day!  Kiss my balls, asshole!!!  Dude, I totally didn't mean that, Kyle.  I really really wanna go to Casa Bonita. I'm sorry we had that fight just now. You know, I mean, I said some things, you said some things, but, I think it was good and we-we've moved past it.",7,Southpark,424,84,,,,,,,,,
62407,Kyle,11,I'm not inviting you to Casa Bonita.,7,Southpark,36,7,,,,,,,,,
62408,Cartman,11,"Well fuck you, Kyle!! I hope you die! I hope you fucking die!! ",7,Southpark,63,13,,,,,,,,,
62409,Cartman,11,"Casa Bonita! Come on, you guys!  Oh, awesome!!  Come on, you guys! Black Bart's Cave!  Wow, cliff divers!  More sopapillas, please! ",7,Southpark,132,21,,,,,,,,,
62410,Kyle,11,"I'm not inviting you, Cartman. You can't go.",7,Southpark,44,8,,,,,,,,,
62411,Cartman,11,"No! Noooo!  Casa Bonita! Noooo!  AAAAH!!  Oh... God-damnit, I have to get invited to go! I'm just gonna have to start being nice to Kyle!",7,Southpark,137,25,,,,,,,,,
62412,Cartman,11,Hi Kyle. ,7,Southpark,9,2,,,,,,,,,
62413,Kyle,11,"That isn't it, Cartman.",7,Southpark,23,4,,,,,,,,,
62414,Cartman,11,What isn't it?,7,Southpark,14,3,,,,,,,,,
62415,Kyle,11,That's not being nice! That's just putting on a nice sweater!,7,Southpark,61,11,,,,,,,,,
62416,Cartman,11,...I don't understand the difference.,7,Southpark,37,5,,,,,,,,,
62417,Kyle,11,I know you don't. ,7,Southpark,18,4,,,,,,,,,
62418,Cartman,11,"Jimmy! Hey Jimmy, wait up!  Dude, uh I need your help on something.",7,Southpark,67,13,,,,,,,,,
62420,Cartman,11,"Well, everybody likes you, Jimmy, a-and you seem to be really good with people, so, I was wondering if you could tell me, how ""do"" you act nice to people?",7,Southpark,154,30,,,,,,,,,
62422,Cartman,11,"Okay, so how do you act genuinely nice to people?",7,Southpark,49,10,,,,,,,,,
62424,Cartman,11,Like what?,7,Southpark,10,2,,,,,,,,,
62426,Cartman,11,Who's there?,7,Southpark,12,2,,,,,,,,,
62428,Cartman,11,"Take that, Jimmy!  And that! And don't you ever talk bad about Kyle again!  Kyle is my friend! And if you say you had sex with his mom one more time, I'm gonna really let you have it! You hear me?!  Oh, Kyle. Hey.",7,Southpark,213,44,,,,,,,,,
62429,Kyle,11,Do you really think that beating up a handicapped kid is being nice? ,7,Southpark,69,13,,,,,,,,,
62430,Cartman,11,"Uh...  He-hey Kyle! Knock knock.  Knock knock, Kyle!",7,Southpark,52,8,,,,,,,,,
62431,Kyle,11,"Yeah, Casa Bonita, this Saturday! ",7,Southpark,34,5,,,,,,,,,
62432,Butters,11,"Wow, that's gonna be so fun!",7,Southpark,28,6,,,,,,,,,
62433,Stan,11,"Yeah, it'll be awesome. Just the four of us.",7,Southpark,44,9,,,,,,,,,
62434,Kenny,11, ,7,Southpark,1,0,,,,,,,,,
62435,Cartman,11,Hey Kyle.,7,Southpark,9,2,,,,,,,,,
62436,Kyle,11,Well?,7,Southpark,5,1,,,,,,,,,
62437,Cartman,11,Well what?,7,Southpark,10,2,,,,,,,,,
62438,Kyle,11,How are you going to try to get invited to Casa Bonita this time?,7,Southpark,65,14,,,,,,,,,
62439,Cartman,11,"I'm not, Kyle. I know you already told Butters he could go.",7,Southpark,59,12,,,,,,,,,
62440,Kyle,11,"Oh. Well... yeah. I, I did.",7,Southpark,27,6,,,,,,,,,
62441,Cartman,11,"So, fine, Kyle, but honestly, I never meant to make you feel like you didn't matter at all to me. I know we argue all the time and I give you tons of crap, but we've also been through a, a lot together, and... maybe that alone doesn't make us friends, but it makes us something. So, ...whatever, you know, just... ah I hope... things will be cool.",7,Southpark,347,68,,,,,,,,,
62442,Kyle,11,I'm still not inviting you to Casa Bonita.,7,Southpark,42,8,,,,,,,,,
62443,Cartman,11,"I know, Kyle. I'll see ya later. ",7,Southpark,33,7,,,,,,,,,
62444,Kyle,11,"Eh... hey, Cartman?  You really don't care that you can't go?",7,Southpark,61,11,,,,,,,,,
62445,Cartman,11,"I care, sure, but I hope it doesn't mean you and me and Stan and Kenny can't hang out anymore.",7,Southpark,94,20,,,,,,,,,
62446,Kyle,11,"That's exactly what I wanted to hear from you all along. Ah uh I still have to take Butters, but... I hope things can be cool too.",7,Southpark,130,27,,,,,,,,,
62447,Cartman,11,Good.,7,Southpark,5,1,,,,,,,,,
62448,Kyle,11,"And, and hey, if for some reason Butters can't go to Casa Bonita, you can take his place.",7,Southpark,89,18,,,,,,,,,
62449,Cartman,11,"Sweet, whatever.  Bingo!",7,Southpark,24,3,,,,,,,,,
62450,Butters,11,"What's this all about, Eric?",7,Southpark,28,5,,,,,,,,,
62451,Cartman,11,"Butters, can you keep a secret?",7,Southpark,31,6,,,,,,,,,
62452,Butters,11,"Well, sure I can!",7,Southpark,17,4,,,,,,,,,
62453,Cartman,11,"For the past five days I've been looking out into space for a school project. This morning, at 3:45 a.m. I... caught first sight of something terrible.",7,Southpark,151,27,,,,,,,,,
62454,Butters,11,Nnn-how terrible?,7,Southpark,17,2,,,,,,,,,
62455,Cartman,11,"A meteor. A meteor the size of Wyoming, heading right for earth.",7,Southpark,64,12,,,,,,,,,
62456,Butters,11,What?? ,7,Southpark,7,1,,,,,,,,,
62457,Cartman,11,"Now look, ah I could be wrong. I ...pray that I'm wrong, but, I just want you to take a look and... see what you think.  Do you see anything?",7,Southpark,141,30,,,,,,,,,
62458,Butters,11,I just see stars. ,7,Southpark,18,4,,,,,,,,,
62459,Cartman,11,Keep looking. Sometimes it takes your eyes a minute to adjust.,7,Southpark,62,11,,,,,,,,,
62460,Butters,11,"Nope, uh I don't see any...  Oh wait. Oh my God! I see it. I see it! It's a meteor! Oh my God!",7,Southpark,94,23,,,,,,,,,
62461,Cartman,11,Oh my God! Does it look like it's getting closer? ,7,Southpark,50,10,,,,,,,,,
62462,Butters,11,It is! It is getting closer! Oh my God!,7,Southpark,39,9,,,,,,,,,
62463,Cartman,11,Oh my God! That meteor is the size of Wyoming and it's on a collision course for Earth.,7,Southpark,87,18,,,,,,,,,
62464,Butters,11,When do you think uh it'll get here?,7,Southpark,36,8,,,,,,,,,
62465,Cartman,11,"I, I don't know, I, have to do some calculations.  10 to the power of 1 base 9 divided by pi plus 5 minus 3. Oh Jesus.",7,Southpark,118,27,,,,,,,,,
62466,Butters,11,What??,7,Southpark,6,1,,,,,,,,,
62467,Cartman,11,"According to my calculations, that meteor is going to hit Earth in less than four hours.",7,Southpark,88,16,,,,,,,,,
62468,Butters,11,"Oh, you mean we're gonna die?!",7,Southpark,30,6,,,,,,,,,
62469,Cartman,11,"No! No, Butters, we are going to live! Do you hear me?! We are going to live! We just... We've gotta find a bomb shelter!",7,Southpark,121,25,,,,,,,,,
62470,Butters,11,Wha...? Where is there a bomb shelter??,7,Southpark,39,7,,,,,,,,,
62471,Cartman,11,"Stan's Uncle Jimbo! He has a bomb shelter in his backyard! Come on, Butters! Hurry! ",7,Southpark,84,15,,,,,,,,,
62472,Butters,11,AAAAHH! ,7,Southpark,8,1,,,,,,,,,
62473,Butters,11,Oh Jeez!,7,Southpark,8,2,,,,,,,,,
62474,Cartman,11,Here we go! The bomb shelter's down here! ,7,Southpark,42,8,,,,,,,,,
62475,Butters,11,Oh God! Oh Jesus! ,7,Southpark,18,4,,,,,,,,,
62476,Cartman,11,"All right, we should be safe in here. This dried food and water should last us for weeks.",7,Southpark,89,18,,,,,,,,,
62477,Butters,11,"But what about everyone else? I have to tell my parents so they can come here, too.",7,Southpark,83,17,,,,,,,,,
62478,Cartman,11,No! Butters! I can't let you risk it. I'll go up and get the others.,7,Southpark,68,15,,,,,,,,,
62479,Butters,11,Are you sure?,7,Southpark,13,3,,,,,,,,,
62480,Cartman,11,"I'm not sure of anything anymore.  Now Butters, listen: No matter what happens, no matter what you hear, do not come out! If I don't make it back in time with the others, then it will be up to you to repopulate the Earth.",7,Southpark,221,44,,,,,,,,,
62481,Butters,11,But I'm the only one down here. What am I supposed to repopulate with?,7,Southpark,70,14,,,,,,,,,
62482,Cartman,11,"Well, you know, with your wiener.  Just stay down here until you hear word from me. And... pray, Butters... pray for all mankind. ",7,Southpark,130,23,,,,,,,,,
62483,Butters,11,"Oh God, oh God!",7,Southpark,15,4,,,,,,,,,
62484,Kyle,11,Where is Butters? We were supposed to leave here forty minutes ago.,7,Southpark,67,12,,,,,,,,,
62486,Kyle,11,"Yeah, screw him. Let's go.  Oh, finally! ",7,Southpark,41,7,,,,,,,,,
62487,Cartman,11,"Happy Birthday, Kyle. I just wanted to stop by and give you your present.",7,Southpark,73,14,,,,,,,,,
62488,Kyle,11,"Oh. Thanks, dude.",7,Southpark,17,3,,,,,,,,,
62489,Cartman,11,Hope you have a good one. See you later. ,7,Southpark,41,9,,,,,,,,,
62490,Kyle,11,Oh wait. Cartman.,7,Southpark,17,3,,,,,,,,,
62491,Cartman,11,Yes?,7,Southpark,4,1,,,,,,,,,
62492,Kyle,11,Uh Butters didn't show. You wanna go to Casa Bonita with us?,7,Southpark,60,12,,,,,,,,,
62493,Cartman,11,Butters didn't show? I I can't believe it. Uh are you sure you told him the right time and everything?,7,Southpark,102,20,,,,,,,,,
62494,Kyle,11,I told him 5:30 and we gotta get going. You in?,7,Southpark,47,11,,,,,,,,,
62495,Cartman,11,"Well I... really would need to go home first and get my... Weh no no, I guess I have everything I need. Oh, okay, sure.",7,Southpark,119,25,,,,,,,,,
62496,Kyle,11,"All right, let's go.",7,Southpark,20,4,,,,,,,,,
62498,Cartman,11,"Casa Bonita, here we come! Casa Bonita! Casa Bonita!",7,Southpark,52,9,,,,,,,,,
62501,Kyle,11,Butters was supposed to go with us to Casa Bonita tonight.,7,Southpark,58,11,,,,,,,,,
62504,Kyle,11,"Aw dude, weak.",7,Southpark,14,3,,,,,,,,,
62505,Cartman,11,"Yeah. Man, that sucks about Butters.  Well, let's get going, shall we?",7,Southpark,70,12,,,,,,,,,
62506,Kyle,11,"Nah. Dude, I c-I can't go to have a birthday party while Butters is missing.",7,Southpark,76,15,,,,,,,,,
62507,Stan,11,"Yeah, it's kinda weird.",7,Southpark,23,4,,,,,,,,,
62508,Cartman,11,"Ee-yeah yeah. I think you're right, but, on the other hand, I think Butters would want us to go. You know Butters...",7,Southpark,116,22,,,,,,,,,
62509,Kyle,11,"Nah, I can't. We should help look for him.",7,Southpark,42,9,,,,,,,,,
62510,Stan,11,Yeah.,7,Southpark,5,1,,,,,,,,,
62512,Cartman,11,Next Saturday?? I'll never be able to keep Butters in the...  In the... depths of my heart for that long. I sure hope he... turns up before then.,7,Southpark,145,28,,,,,,,,,
62513,Stan,11,"Dude, we should check over at Stark's Pond. Butters always hangs out over there. ",7,Southpark,81,14,,,,,,,,,
62514,Kyle,11,Yeah. And then we can try the football field. ,7,Southpark,46,9,,,,,,,,,
62516,Cartman,11,"Oh, God-damnit! How am I gonna keep Butters down in that bomb shelter for a whole week?!",7,Southpark,88,17,,,,,,,,,
62518,Butters,11,"""Dried food rations. Add water to feed flavored square...""  Hello?  Hello??",7,Southpark,75,11,,,,,,,,,
62519,Cartman,11,Butters!,7,Southpark,8,1,,,,,,,,,
62520,Butters,11,Hwaaaah!!,7,Southpark,9,1,,,,,,,,,
62521,Cartman,11,"Butters! Oh God, it was... It was horrible!",7,Southpark,43,8,,,,,,,,,
62522,Butters,11,"Wuh, wait, well, what happened??",7,Southpark,32,5,,,,,,,,,
62523,Cartman,11,The meteor... struck the Earth sooner than I predicted. There was no time... no time...,7,Southpark,87,15,,,,,,,,,
62524,Butters,11,What about my parents. Did you see them?,7,Southpark,40,8,,,,,,,,,
62525,Cartman,11,"There was mass confusion! Pa... panic! People were crawling all over each other in the streets! It was... awful! When it hit, millions were evaporated instantly. The rest of us... walking around in a... cloud of... toxic... radiation. ",7,Southpark,235,38,,,,,,,,,
62526,Butters,11,"Oh my God, let me see!",7,Southpark,22,6,,,,,,,,,
62527,Cartman,11,"No Butters!! If you come up, you'll get infected too! You best wait for the radiation level to go down. Probably... next week sometime. After Saturday. Ugh...",7,Southpark,158,27,,,,,,,,,
62528,Butters,11,How many survivors are there? You should all come down here.,7,Southpark,60,11,,,,,,,,,
62529,Cartman,11,"We can't come down there, or else, we'll contaminate you, Butters. No... we just have to survive the best we can. ",7,Southpark,114,21,,,,,,,,,
62530,Butters,11,"Wow... Eric, I can never thank you enough for everything you've done for me.",7,Southpark,76,14,,,,,,,,,
62531,Cartman,11,"Thank me by living, Butters. Live. And... rebuild.  I've got to go. Remember, wait one week for the toxic levels to go down. On Saturday.  G-goodbye!  All right. Just six days, Butters. Sit tight.",7,Southpark,196,34,,,,,,,,,
62534,Cartman,11,Heh you're not going to find him. Not until after Saturday when I go to Casa Bonita. ,7,Southpark,85,17,,,,,,,,,
62536,Cartman,11,What what what?,7,Southpark,15,3,,,,,,,,,
62538,Cartman,11,UUuuugh!! ,7,Southpark,10,1,,,,,,,,,
62539,Butters,11,"But if you leave me now, you'll take away the biggest part of me.Oo-oo-ooooo-oo girl, baby please don't go. Eh,Oo-oo-ooooo-oo girl- Eric?  Eric, is that you?",7,Southpark,157,26,,,,,,,,,
62540,Cartman,11,Oh God! They're coming! They're coming! We gotta get out of here! They're coming this way!,7,Southpark,90,16,,,,,,,,,
62541,Butters,11,Who's coming this way?,7,Southpark,22,4,,,,,,,,,
62542,Cartman,11,"The cannibals! Don't you know? The meteor destroyed all of society, Butters. Now Earth is ruled by packs of wild humans gone mad! Those of us who survived are now being hunted by flesh-starved cannibals!",7,Southpark,203,35,,,,,,,,,
62543,Butters,11,Oh God! I hate cannibals!,7,Southpark,25,5,,,,,,,,,
62544,Cartman,11,"They're coming this way! I can hear them coming. They'll find you down here for sure. And when they do, they'll eat you alive.",7,Southpark,126,24,,,,,,,,,
62545,Butters,11,Noooo!,7,Southpark,6,1,,,,,,,,,
62546,Cartman,11,"We've gotta get you out of here! Come on! Oh oh no wait, I forgot! The toxic radiation! Hey wait! We can use this box!  There we go. This should keep you protected from the toxins.",7,Southpark,180,36,,,,,,,,,
62547,Butters,11,But I can't see nothin'.,7,Southpark,24,5,,,,,,,,,
62548,Cartman,11,"Believe me, Butters, you don't wanna see what's up there. Now come on. I'll guide you to a safer location. &lt;/&gt; There you go. Two more steps and you're at the top.  Good.",7,Southpark,175,33,,,,,,,,,
62549,Butters,11,Are we out in the destruction?,7,Southpark,30,6,,,,,,,,,
62550,Cartman,11,"Yes. There's nothing but smoldering bodies all around you. Burnt out buildings, and what used to be our town.",7,Southpark,109,19,,,,,,,,,
62551,Butters,11,Aw man.,7,Southpark,7,2,,,,,,,,,
62552,Cartman,11,"All right, this way, Butters. Just follow the sound of my voice. ",7,Southpark,65,12,,,,,,,,,
62553,Cartman,11,"Right now we're walking by what used to be people's houses, now just smoldering burnt piles of rubble.",7,Southpark,102,18,,,,,,,,,
62554,Butters,11,"Huh... Oh, it's terrible.",7,Southpark,25,4,,,,,,,,,
62555,Cartman,11,We're coming now to the crater where the meteor hit. A hole in the Earth over two miles in diameter.,7,Southpark,100,20,,,,,,,,,
62556,Butters,11,Whoa!,7,Southpark,5,1,,,,,,,,,
62557,Cartman,11,Here we are at the old gas station. It survived a lot of the impact. We might be safe here.  Oh my God!,7,Southpark,103,23,,,,,,,,,
62558,Butters,11,Whaaat??,7,Southpark,8,1,,,,,,,,,
62559,Cartman,11,"It's a cannibal! Stay back, cannibal! ",7,Southpark,38,6,,,,,,,,,
62560,Butters,11,AAAAHH!,7,Southpark,7,1,,,,,,,,,
62561,Cartman,11,We've got to fight them off!  Stay away from Butters! He's humanity's last hope!  Awww! He bit me! He bit off my hand!!,7,Southpark,119,23,,,,,,,,,
62562,Butters,11,Waaaaaah!,7,Southpark,9,1,,,,,,,,,
62563,Cartman,11,"Aw man, he's eating my hand like a piece of chicken! Can you hear the bones crack? ",7,Southpark,83,17,,,,,,,,,
62564,Butters,11,Ooohhhh!,7,Southpark,8,1,,,,,,,,,
62565,Cartman,11,Wait! Look here! There's a dead body with an axe in the back. I'll pull out the axe and use it to chop off the cannibal's head. Hunh!  Die! ,7,Southpark,140,29,,,,,,,,,
62566,Butters,11,"Ooooh, what happened? What happened?!",7,Southpark,37,5,,,,,,,,,
62567,Cartman,11,"The cannibal! The cannibal's dead, Butters! But he bit me,  which means soon I will have a taste for human flesh as well.",7,Southpark,121,23,,,,,,,,,
62568,Butters,11,Oh no!,7,Southpark,6,2,,,,,,,,,
62569,Cartman,11,"We have no choice, Butters! We have to lock you away somewhere where even I can't get to you!",7,Southpark,93,19,,,,,,,,,
62570,Butters,11,Uh w-where??,7,Southpark,12,2,,,,,,,,,
62571,Cartman,11,"Look! There's an old refrigerator!  Get inside, Butters! I'll break off the handle so nobody can get to you!",7,Southpark,108,19,,,,,,,,,
62572,Butters,11,Aren't you coming?,7,Southpark,18,3,,,,,,,,,
62573,Cartman,11,"Too late for me. I can already feel my... body start to... change.  No! Must... fight... it... Don't open this door for anybody, Butters! No matter what you hear, stay inside for four days! Here's some water and food from the shelter.",7,Southpark,234,42,,,,,,,,,
62574,Butters,11,"Eric, you're the ...best friend in the whole world. I... I love you.",7,Southpark,68,13,,,,,,,,,
62575,Cartman,11,"I love you too, man. I just  You look so delicious! Must eat your brains! ",7,Southpark,74,15,,,,,,,,,
62576,Cartman,11,"Hah!  It's Wednesday! It's Wednesday!  Only three more days till Casa Bonita.  Oh, that would be so bad-ass!",7,Southpark,108,18,,,,,,,,,
62577,Butters,11,"Finally I can breathe a-  Oh my God. Oh my God, the meteor took out everything! It's all destroyed. Nothing left.  Hello? Are there any, are there any other survivors? Hello? Oh. That must have been where the library was. And that was probably the school. Hello?  Oh. I forgot, I gotta watch out for radioactive cannibals.  Is that a cannibal? Sir? Ma'am?  Oh. Aww, it's a little dog.  Well, hello there, Mr. Dog. Looks like you and me are the only ones who survive the meteor, heh. We should stick together, huh, Mr. Dog? Well come on, we gotta start cleanin' up this mess, and rebuild this civilization. Boy, that meteor sure did make everything stinky. ",7,Southpark,656,117,,,,,,,,,
62578,Cartman,11,"We're on our way to Casa Bonita! We're gonna be there very soon. You're gonna love Casa Bonita, Stan. There, there's this one part where you can dress up in Old Western clothes and get your photo taken in a fake jail.",7,Southpark,217,42,,,,,,,,,
62579,Stan,11,Really?,7,Southpark,7,1,,,,,,,,,
62580,Kyle,11,"Yeah, it's pretty cool.",7,Southpark,23,4,,,,,,,,,
62581,Cartman,11,"""Pretty cool."" So, um, should we go to Black Bart's Cave first or watch the puppet show? I think we should go through Black Bart's Cave right away 'cause, we're gonna wanna do it seven or eight times. And then we'll watch the cliff divers before the puppet show.",7,Southpark,262,49,,,,,,,,,
62582,Stan,11,"Dude, it's Kyle's birthday. We should do whatever he wants to do.",7,Southpark,65,12,,,,,,,,,
62583,Cartman,11,"What? Fuck Kyle.  Ha ha, j-just kidding, birthday joke. Of course we'll do whatever Kyle wants, uh. Happy Birthday, Kyle.",7,Southpark,121,20,,,,,,,,,
62584,Cartman,11,Happy Birthday to you. Happy- ,7,Southpark,30,5,,,,,,,,,
62586,Butters,11,"You take away the biggest part of me.  Woo-oo-ooooo-oo-oo, uh baby please don't go.  Woo-oo-ooooo-oo-oo, I just had to find my say to you tan...",7,Southpark,144,25,,,,,,,,,
62588,Butters,11,HAAAAGH! Who are you? Are you infected?,7,Southpark,39,7,,,,,,,,,
62590,Butters,11,"You're not a cannibal, are you?",7,Southpark,31,6,,,,,,,,,
62592,Butters,11,"Oh.  Oh good. You're a survivor, like me. Look, Mr. Dog, another survivor. And it's a lady, too. That means we can repopulate the earth. Yippee!",7,Southpark,144,26,,,,,,,,,
62594,Butters,11,"I'm rebuilding society. Here, take a look.  This is the library, and over here is the bank. That over there I'm thinking into a P.F. Chang's or a Bennigan's. And this  is a memorial to Eric Cartman, the person who gave his life so that I could rebuild society. Well ma'am, I guess we should start repopulatin' the earth, huh?  I'm ready whenever you are.",7,Southpark,354,65,,,,,,,,,
62596,Butters,11,"Hey, that's not very nice! This is my first society! I'm doin' my best!",7,Southpark,71,14,,,,,,,,,
62598,Butters,11,"Oh...  Ma'am, can I use your phone?",7,Southpark,35,7,,,,,,,,,
62599,Cartman,11,"We're here! We're here! Casa Bonita!  Aw man, this is gonna be so great!",7,Southpark,72,14,,,,,,,,,
62601,Kyle,11,"Oh, awesome.",7,Southpark,12,2,,,,,,,,,
62602,Stan,11,I knew he'd turn up.,7,Southpark,20,5,,,,,,,,,
62604,Kyle,11,What?,7,Southpark,5,1,,,,,,,,,
62606,Kyle,11,What?,7,Southpark,5,1,,,,,,,,,
62608,Cartman,11,But... Casa Bonita.,7,Southpark,19,3,,,,,,,,,
62609,Kyle,11,I should have known better! You never cared about my birthday at all!,7,Southpark,69,13,,,,,,,,,
62610,Cartman,11,But I...  but...  Stand back!,7,Southpark,29,5,,,,,,,,,
62611,Stan,11,"Cartman, stop it!",7,Southpark,17,3,,,,,,,,,
62612,Cartman,11,I... am going... to Casa... Bonita! ,7,Southpark,36,6,,,,,,,,,
62613,Kyle,11,"It's too late, fatass.  They'll be here in less than a minute.",7,Southpark,62,12,,,,,,,,,
62614,Cartman,11,Ah! Eh. Nuh!  Less than a minute! Less than a minute!,7,Southpark,53,11,,,,,,,,,
62615,Kyle,11,Cartman!,7,Southpark,8,1,,,,,,,,,
62616,Cartman,11,"Oh, awesome!!  Excuse me, excuse me? Can I get to eat some of your-  Thank you. Thank you.  Oh, I've got to get to Black Bart's Cave!  Ah! Excuse me? Excuse me! Coming through to Black Bart's Cave!  Oh!  Oh, scary! Look, a skeleton!  Oh man, I'm so scared!  Oh! Oh! Oh, that was awesome! Oh! Oh! Cliff divers!  Come on! Come on, dive!  Dive, asshole!  Oh, awesome! That was cool, huh?  Whoa.  Sopapillas! Can I get some sopapillas please?!  Sweeet!  Oh! Booth! Puppet show! Puppet show! ",7,Southpark,487,87,,,,,,,,,
62617,Kyle,11,Cartman! ,7,Southpark,9,1,,,,,,,,,
62619,Cartman,11,Ah.  Uh.  Yeeeesss!,7,Southpark,19,3,,,,,,,,,
62620,Kyle,11,Jesus Christ! ,7,Southpark,14,2,,,,,,,,,
62622,Cartman,11,Totally. ,7,Southpark,9,1,,,,,,,,,
62623,Mr. Garrison,12,"Okay, children, let's take our seats.  We have a new student joining us today who has just moved here from Utah. I want you all to say hi to Gary. ",7,Southpark,147,30,,,,,,,,,
62625,Mr. Garrison,12,Gary was state champion in wrestling AND in tennis.  He also maintained a 4.0 grade point average at his old school AND has been on two national commercials for toothpaste.,7,Southpark,172,30,,,,,,,,,
62627,Kyle,12,"Oh, dude, what a little asshole!",7,Southpark,32,6,,,,,,,,,
62628,Stan,12,"Yeah, screw that kid!",7,Southpark,21,4,,,,,,,,,
62629,Mr. Garrison,12,"All right, Gary, why don't you take that empty seat and we'll get started with the lesson? ",7,Southpark,91,17,,,,,,,,,
62631,Cartman,12,Hi. My name's Eura. Eura Fag.,7,Southpark,29,6,,,,,,,,,
62633,Mr. Garrison,12,"Okay now, who can tell me what year the first astronauts landed on the moon? ",7,Southpark,77,15,,,,,,,,,
62635,Mr. Garrison,12,"Very good, Gary. Wow, looks like I don't have a class full of retards anymore, doesn't it, children? ",7,Southpark,101,18,,,,,,,,,
62636,Kyle,12,"Dude, that new kid is such a douche!",7,Southpark,36,8,,,,,,,,,
62637,Cartman,12,Yeah. Somebody need sto put him in him place!,7,Southpark,45,9,,,,,,,,,
62638,Butters,12,"He's a peckerface, that's what he is!",7,Southpark,37,7,,,,,,,,,
62639,Cartman,12,"Go kick his ass, Stan.",7,Southpark,22,5,,,,,,,,,
62641,Stan,12,"Wull, maybe he won't fight.",7,Southpark,27,5,,,,,,,,,
62642,Cartman,12,Will he bleed? That's all we care about.,7,Southpark,40,8,,,,,,,,,
62643,Kyle,12,"Come on, dude, somebody needs to wipe that fuckin' smirk off his face!",7,Southpark,70,13,,,,,,,,,
62645,Stan,12,"All right, I'm gonna go kick his ass. ",7,Southpark,38,8,,,,,,,,,
62646,Cartman,12,"Yeah! Go Stan! Go Stan!  All right, I've got five bucks on the other kid. Who wants in?",7,Southpark,87,18,,,,,,,,,
62648,Stan,12,No. I'm... I'm gonna kick your ass.,7,Southpark,35,7,,,,,,,,,
62650,Stan,12,I'm gonna kick your ass...  bitch.,7,Southpark,34,6,,,,,,,,,
62652,Stan,12,Huh?,7,Southpark,4,1,,,,,,,,,
62654,Stan,12,"Dude, stop it.",7,Southpark,14,3,,,,,,,,,
62655,Butters,12,"Let him have it, Stan!",7,Southpark,22,5,,,,,,,,,
62656,Stan,12,"Shut up, Butters!",7,Southpark,17,3,,,,,,,,,
