,character,episode,line,season,show,characters_spoken,words_spoken
22288,SpongeBob,189, But--but--but--but--but--but--but--but--but--but--but--but--but--but--but--but--but--but.,9,SpongeBob SquarePants,90,1
22289,Squidward,189," Hey, what about me? Can I get fired too?",9,SpongeBob SquarePants,41,9
22290,Mr. Krabs,189," I'm afraid not, Squidward. You've got seniority.",9,SpongeBob SquarePants,49,7
22291,Squidward,189," Oh, yeah.",9,SpongeBob SquarePants,10,2
22292,Mr. Krabs,189," Nope, it's gotta be you, son. You're canned.  Here's your pink slip.  I'm giving you the ax.  You're fired.",9,SpongeBob SquarePants,108,19
22293,SpongeBob,189,  No! Not that! Anything but that! ,9,SpongeBob SquarePants,35,6
22294,Mr. Krabs,189," So, uh, if you could just hand over your spatula. Um... I'll just take that. ",9,SpongeBob SquarePants,78,15
22295,SpongeBob,189," Here, I'll get that for you. ",9,SpongeBob SquarePants,30,6
22296,Mr. Krabs,189, I'll also need the hat. Allow me.  Go ahead; take a moment to collect yourself. Long as you need. ,9,SpongeBob SquarePants,99,19
22298,Squidward,189,"  Okay, that's enough. It's closing time.  You know, it just won't be the same around here without you. You'll have to visit sometime...  As a customer.  Buh-bye now. Sayonara. Good riddance.  Man, is it gonna be sweet without that pest around!  This day couldn't get any better.  Well, Eugene, let me commend you on a terrific business decision. But now that SpongeBob's gone, who will be running the grill?",9,SpongeBob SquarePants,408,69
22299,Mr. Krabs,189," Squidward, I'll have you know,  I was five times ""golden spatula"" in the navy,  so I'll be runnin' the grill.  Ooh!",9,SpongeBob SquarePants,116,21
22300,Squidward,189, I can smell the grease fires already.,9,SpongeBob SquarePants,38,7
22301,SpongeBob,189,"  Hey, Gary, I'm home. ",9,SpongeBob SquarePants,23,4
22303,SpongeBob,189,"  Oh, Mr. Krabs feels he doesn't need me anymore.",9,SpongeBob SquarePants,49,9
22305,SpongeBob,189," What's that, Gary? You need me? Oh, the unconditional love of a pet.  Oh, I'm sorry. Here I am wallowing in my misery, and it's past your dinnertime.  I used to feed everyone in Bikini Bottom.  Now I just feed you.  Oh, thanks, Gary.",9,SpongeBob SquarePants,234,44
22307,SpongeBob,189,"  That's how I used to hold my spatula.  Patrick, what's wrong?",9,SpongeBob SquarePants,63,11
22308,Patrick,189,"  Oh, hey, SpongeBob. I heard you crying and it made me sad. ",9,SpongeBob SquarePants,61,12
22309,SpongeBob,189," Gee, I'm sorry. Why don't you come inside?",9,SpongeBob SquarePants,43,8
22310,Patrick,189,"  Hi, SpongeBob! Why are you making me so sad?",9,SpongeBob SquarePants,46,9
22311,SpongeBob,189," Patrick, the most horrible thing happened today. I got-- f-f-f-f-f-f-f...",9,SpongeBob SquarePants,74,10
22312,Patrick,189, Free French fries?,9,SpongeBob SquarePants,19,3
22313,SpongeBob,189, F-f-f-f-f-f-f...,9,SpongeBob SquarePants,17,1
22314,Patrick,189, Fried Frittatas?,9,SpongeBob SquarePants,17,2
22315,SpongeBob,189, F-f-f-f-f-f-f...,9,SpongeBob SquarePants,17,1
22316,Patrick,189, Frothy frappe?,9,SpongeBob SquarePants,15,2
22317,SpongeBob,189, F-f-f-f...,9,SpongeBob SquarePants,11,1
22318,Patrick,189," I can't think of any more food that starts with the letter ""c"", SpongeBob.",9,SpongeBob SquarePants,75,14
22319,SpongeBob,189," It's not food, Patrick. I got fired.",9,SpongeBob SquarePants,37,7
22320,Patrick,189," Hey, that's great! Being unemployed is the best gig I know!  I tell you what. Meet me tomorrow morning, and I'll introduce you to the wonders of the unemployed lifestyle.",9,SpongeBob SquarePants,171,30
22321,SpongeBob,189," Sorry, Patrick, I can't. I have to wor-- oh. Yeah, okay.",9,SpongeBob SquarePants,57,11
22322,Patrick,189,  Great. See you then. ,9,SpongeBob SquarePants,23,4
22323,SpongeBob,189," Yeah, sure.  Whatever.",9,SpongeBob SquarePants,23,3
22324,Patrick,189," That's the spirit!  Now, the first stop on our tour of fun-employment is a healthy breakfast with our good friend Mr. Squidward.  Hey, Squidward! How are you this fine morning? ",9,SpongeBob SquarePants,178,30
22325,Squidward,189,  How many times do I have to tell you... Keep..  Off...  My... ... Petunias?!,9,SpongeBob SquarePants,78,14
22326,Patrick,189,  I'll just save this for later.  Now you try.,9,SpongeBob SquarePants,46,9
22327,SpongeBob,189,"  Uh...  Hey, Squidward. Look at me. I'm fun-employed! ",9,SpongeBob SquarePants,55,8
22328,Patrick,189," Hey, you're good at this. Next on our i-tin-er-ary, a brief mid-morning siesta. ",9,SpongeBob SquarePants,81,13
22330,SpongeBob,189, ,9,SpongeBob SquarePants,1,0
22331,Patrick,189,  Are you feelin' any better yet?,9,SpongeBob SquarePants,33,6
22332,SpongeBob,189,  Uh-uh.,9,SpongeBob SquarePants,8,1
22333,Patrick,189," Come on, SadPants. You know what always picks me up? ",9,SpongeBob SquarePants,54,10
22334,SpongeBob,189,  Nope.,9,SpongeBob SquarePants,7,1
22335,Patrick,189, Free lunch with friends!,9,SpongeBob SquarePants,25,4
22336,SpongeBob,189,  Yippee.,9,SpongeBob SquarePants,9,1
22337,Sandy,189," Okay, let's begin the experiment.  Mm-hmm.  Okay, next.",9,SpongeBob SquarePants,56,8
22338,Patrick,189," Oh, boy, lunch! ",9,SpongeBob SquarePants,17,3
22340,Sandy,189," Very interesting.  Okay, next.  SpongeBob! I almost didn't recognize you.  You look awful! What are you doin' with these here freeloaders?",9,SpongeBob SquarePants,139,21
22341,SpongeBob,189, I got fired. Now I'm fun-employed.  Whoo-hoo. ,9,SpongeBob SquarePants,47,7
22342,Sandy,189," Whoa, there. You do not want to eat that.",9,SpongeBob SquarePants,42,9
22343,SpongeBob,189, Why? What is it?,9,SpongeBob SquarePants,17,4
22344,Sandy,189, Heck if I know.  this here's a psychological test to see how much weird gunk folks will eat... if it's free.  Who's for seconds?,9,SpongeBob SquarePants,129,24
22346,Patrick,189,"  Here ya go, little buddy.  Ahh. Mmm!",9,SpongeBob SquarePants,38,7
22347,Sandy,189," SpongeBob, you're a mess. You're falling apart.  Come on now, SpongeBob. You need to pull yourself together. Get some structure in your life.  What you need is a new job.",9,SpongeBob SquarePants,171,30
22348,SpongeBob,189," You're right, Sandy.  I'm afraid I can't do this anymore, Patrick. Unemployment may be fun for you, but I need to get a job.",9,SpongeBob SquarePants,125,24
22350,Patrick,189, Hey! You can't talk to my friend like that! ,9,SpongeBob SquarePants,45,9
22352,Patrick,189," Don't listen to him, SpongeBob. You need to follow your heart.",9,SpongeBob SquarePants,63,11
22353,SpongeBob,189,"  Greetings, purveyor of elongated sausage products! I would love to work at your establishment.",9,SpongeBob SquarePants,96,14
22355,SpongeBob,189, Hmm.  This grill is not in very good shape.,9,SpongeBob SquarePants,44,9
22357,SpongeBob,189,"  Hmm. There's something not quite right about this food, but I'm not sure what it is.  Aha! ",9,SpongeBob SquarePants,93,17
22359,SpongeBob,189," Your weenies, sir. ",9,SpongeBob SquarePants,20,3
22361,SpongeBob,189, They're weenie patties.,9,SpongeBob SquarePants,24,3
22363,SpongeBob,189," Aah! But, Mr. Krabs, why?",9,SpongeBob SquarePants,26,5
22365,SpongeBob,189," I mean, Mr. Wiener!",9,SpongeBob SquarePants,20,4
22367,SpongeBob,189,"  Well that was a setback.  Hello, Pizza Piehole!",9,SpongeBob SquarePants,49,8
22369,SpongeBob,189,"  Excuse me, Mr. Pizza man.  You need a fry-cook? ",9,SpongeBob SquarePants,50,9
22371,SpongeBob,189,  Eh... probably. ,9,SpongeBob SquarePants,18,2
22373,SpongeBob,189," Cool.  Well, it's no Krabby Patty, but... Perhaps I'll find contentment.",9,SpongeBob SquarePants,73,11
22375,SpongeBob,189, Almost done! But I did change the recipe a bit.,9,SpongeBob SquarePants,48,10
22377,SpongeBob,189," Yeah, of deliciousness!",9,SpongeBob SquarePants,24,3
22379,SpongeBob,189, But who'll make the Krabby Patties?,9,SpongeBob SquarePants,36,6
22381,SpongeBob,189,"  Like I need his dumb job, anyway. I hope his pepperoni falls off.  Hey, taco man, may I have a job, por favour?",9,SpongeBob SquarePants,113,23
22383,SpongeBob,189,  How about that?,9,SpongeBob SquarePants,17,3
22387,SpongeBob,189,"  But I've given you the best years of my life, Mr. Krabs! ",9,SpongeBob SquarePants,59,12
22389,SpongeBob,189, ,9,SpongeBob SquarePants,1,0
22391,SpongeBob,189, Aah! ,9,SpongeBob SquarePants,6,1
22393,SpongeBob,189,"  Oh, I'll take it, all right. I'll take it to go! Home.",9,SpongeBob SquarePants,56,12
22394,SpongeBob,189,"  For years I worked at the Krusty Krab. Now I've been fired five times in one day.  Who are you gonna cook for now, SpongeBob?",9,SpongeBob SquarePants,127,25
22396,SpongeBob,189," Sorry, Gary, you must be starving.  Don't worry gare-bear.  I'll open up a can of Snailpo for you.  Oh, no.  We're all out of Snailpo.  We'll just have to make our own.  Perfect! ",9,SpongeBob SquarePants,180,33
22397,SpongeBob,189,  One homemade can of Snailpo! ,9,SpongeBob SquarePants,31,5
22399,SpongeBob,189,"  What's that, Gary? It's the best food you've ever had?",9,SpongeBob SquarePants,56,10
22401,Patrick,189,"  Yeah, this is dee-licious! Does it have any side effects?",9,SpongeBob SquarePants,59,10
22402,SpongeBob,189,  Only satisfaction.  If only my bosses liked my cooking as much as you two do.  I mean three.  Hello. Hmm. That's odd. I could've sworn I heard a knock at the door. ,9,SpongeBob SquarePants,166,32
22403,SpongeBob,189, Mr. Weenie?,9,SpongeBob SquarePants,12,2
22405,SpongeBob,189, But you just fired me.,9,SpongeBob SquarePants,23,5
22407,SpongeBob,189,  I'm pretty sure this is illegal. What am I gonna do now?,9,SpongeBob SquarePants,58,12
22409,SpongeBob,189," Pizza Pete! Yes, please. That wiener has me chained to the grill,  and he really seems to be relishing it.",9,SpongeBob SquarePants,107,20
22411,SpongeBob,189, Pizza sauce?  I'm free!,9,SpongeBob SquarePants,24,4
22413,SpongeBob,189, What?  Parmesan-crusted breadstick!  Whoa!,9,SpongeBob SquarePants,43,4
22416,SpongeBob,189,"  Oh, thank you, Señor Taco!  Oh, no! Not you too! ",9,SpongeBob SquarePants,52,10
22418,SpongeBob,189, Whoa!,9,SpongeBob SquarePants,6,1
22426,SpongeBob,189,"  Krabby Patty! You saved me!  Well, here we go again.",9,SpongeBob SquarePants,54,10
22430,Mr. Krabs,189,"  Wait! Come back!  That was me last customer.  SpongeBob?  Squidward, you found him!",9,SpongeBob SquarePants,85,13
22431,SpongeBob,189,  Squidward?,9,SpongeBob SquarePants,12,1
22432,Squidward,189,  I'm afraid so.  SpongeBob...,9,SpongeBob SquarePants,30,4
22433,SpongeBob,189," Yes, Squidward?",9,SpongeBob SquarePants,16,2
22434,Squidward,189," You know I hate you, right?",9,SpongeBob SquarePants,28,6
22435,SpongeBob,189," Yes.  Yes, I do.",9,SpongeBob SquarePants,17,4
22436,Squidward,189," Well, I hate the smell of burning Krabby Patties even more.  Please come back and be the fry cook again. ",9,SpongeBob SquarePants,106,20
22437,SpongeBob,189,"  Well, if it's okay with you, Mr. Krabs.",9,SpongeBob SquarePants,41,8
22438,Mr. Krabs,189," Oh, laddy.  I shoulda never let you go. The Krusty Krab has fallen apart without you. You're rehired, boy.",9,SpongeBob SquarePants,107,19
22439,SpongeBob,189,  All right! Now my life has purpose again!  Let's get this place cleaned up. ,9,SpongeBob SquarePants,78,14
22440,Squidward,189, Hmm.  Not exactly my color.,9,SpongeBob SquarePants,28,5
22441,SpongeBob,189,  The Krusty Krab is back in business!,9,SpongeBob SquarePants,38,7
22442,Mr. Krabs,189," Well, SpongeBob, it looks like things are back to normal. And to make up for that extra nickel I was losing, I installed a pay toilet. ",9,SpongeBob SquarePants,136,26
22451,Squidward,190,  20 minutes in the bath seems like enough.   Another day!  Another day.,9,SpongeBob SquarePants,72,12
22452,SpongeBob,190,"  Ready for work!  Good morning, Squidward, I...   Not ready for work! ",9,SpongeBob SquarePants,71,11
22453,Squidward,190, Whatever.,9,SpongeBob SquarePants,10,1
22454,SpongeBob,190,"  Thanks for waiting, Squidward.",9,SpongeBob SquarePants,32,4
22455,Squidward,190, I wasn't waiting.,9,SpongeBob SquarePants,18,3
22456,SpongeBob,190,"  I was in such a hurry, I almost forgot my pants.",9,SpongeBob SquarePants,50,11
22457,Squidward,190," Yes, I saw that.",9,SpongeBob SquarePants,17,4
22458,SpongeBob,190," I guess I was in a panic, I mean I can't believe we're running so late for work, and you, huh, Squidward, can you believe it, are you panicking too? Late for work, late for work, we're running late for work, right?",9,SpongeBob SquarePants,215,42
22459,Squidward,190, Late? We're gonna be there fifteen minutes early!,9,SpongeBob SquarePants,50,8
22460,SpongeBob,190," I know, only fifteen minutes early? Maybe we should take a shortcut!   Squidward, what are you doing?! ",9,SpongeBob SquarePants,104,17
22461,Squidward,190," SpongeBob, look.  We're walking in a straight line.",9,SpongeBob SquarePants,52,8
22462,SpongeBob,190, I don't follow.,9,SpongeBob SquarePants,16,3
22463,Squidward,190, A straight line is the shortest distance between any two points!,9,SpongeBob SquarePants,65,11
22464,SpongeBob,190," Speak English, brainiac! ",9,SpongeBob SquarePants,26,3
22465,Squidward,190," Well, see, you have point A , where you start, and then there's point...  point... I don't even know what I'm talking about!",9,SpongeBob SquarePants,125,23
22466,SpongeBob,190,"  Mmm, strawberry!",9,SpongeBob SquarePants,18,2
22468,SpongeBob,190," Oh no, now we're only going to be 14 minutes early for work!  Oh, there's got to be a shortcut around here somewhere!",9,SpongeBob SquarePants,118,23
22469,Squidward,190," Oh, for the last time  straight line, point A, there's no shortcut!",9,SpongeBob SquarePants,68,12
22470,SpongeBob,190, There is always a shortcut!,9,SpongeBob SquarePants,28,5
22471,Squidward,190, What moron told you that?,9,SpongeBob SquarePants,26,5
22472,Patrick,190,  There's always a shortcut!,9,SpongeBob SquarePants,28,4
22473,Squidward,190, Huh.,9,SpongeBob SquarePants,5,1
22474,SpongeBob,190,"  Squidward, I am going to find that shortcut!",9,SpongeBob SquarePants,46,8
22475,Squidward,190," Look, the Krusty Krab is right at the end of the block!",9,SpongeBob SquarePants,56,12
22476,Mr. Krabs,190, Yoo-hoo!,9,SpongeBob SquarePants,9,1
22477,Squidward,190," No, SpongeBob. I'm just going to struggle through the rest of this walk, alone.",9,SpongeBob SquarePants,80,14
22478,SpongeBob,190," Well, I guess this is where we part ways. But I can't wait to see your face when you get to work and I'm already there!  That's the face! That's the look!    First you do a zig, then you take a little zag, that's how find you a shortcut! Crawl underneath the fence, struggle through a bush, and that's how you find a shortcut!  Huh?",9,SpongeBob SquarePants,333,65
22479,Squidward,190," Straight line, point A to point B. You're still not getting it.",9,SpongeBob SquarePants,64,12
22480,SpongeBob,190," Oh, tartar sauce! Maybe I should've zagged when I zigged!  First you do a zag, crawl underneath the fence, then you take a little zig, that's how you find a shortcut!  There, that's better.   Now this is what I call a real great shortcut. Now all I have to do is remember my wilderness training so I don't get lost! ",9,SpongeBob SquarePants,317,60
22481,Sandy,190,"  First rule of wilderness training, is map out your course, by taking note of local landmarks!",9,SpongeBob SquarePants,95,16
22482,SpongeBob,190," Local landmarks...  A-ha!  Right at this large and unusual shell.  Right at this abandoned sofa, and jog left at the broken fire hydrant.  There it is, the Krusty Krab! ",9,SpongeBob SquarePants,170,29
22483,Squidward,190, Ahhhh.... ,9,SpongeBob SquarePants,11,1
22484,Mr. Krabs,190," Well, look at this. Lazing about.  Can I get you anything else, another pillow, maybe? A cappuccino machine?",9,SpongeBob SquarePants,109,18
22485,Squidward,190," No thanks, I got one!  Perfect. No customers. No SpongeBob.",9,SpongeBob SquarePants,60,10
22486,Mr. Krabs,190," Oh, for kelp sake. You're a lost cause.",9,SpongeBob SquarePants,40,8
22487,SpongeBob,190,  The Krabby Krust?!  Is that the name of a restaurant?,9,SpongeBob SquarePants,55,10
22489,SpongeBob,190, Could you perhaps tell me how to get to the Krusty Krab from here?,9,SpongeBob SquarePants,67,14
22491,SpongeBob,190," Oh, you should try it! It's the best place to eat in all of Bikini Bottom!  Here, take this coupons!",9,SpongeBob SquarePants,101,20
22493,SpongeBob,190," I thought you didn't know where the Krusty Krab was! Oh, what do I do now?  ",9,SpongeBob SquarePants,77,16
22494,Sandy,190,"  Remember, your landmarks!",9,SpongeBob SquarePants,27,3
22495,SpongeBob,190," Sandy's wilderness tips are always on the money!  Okay, let's see, I came from...no, I came...  I'M LOST!  Hey, there's one of my landmarks! The broken fire hydrant!  Hello, hydrant! I'm going to call you Heidi. Heidi the Hydrant!  So many broken fire hydrants. What do I do now, Heidi? If only I could telephone Squidward. He'd help me out.  Hey, that thing looks kind of like a phone.  Wow, this is weird. It's like a phone, but you put money in it.  My last dime.  I hope this works. ",9,SpongeBob SquarePants,491,90
22496,Squidward,190, Krusty Krab. May I reluctantly help you?,9,SpongeBob SquarePants,41,7
22497,SpongeBob,190," It's me, Squidward. SpongeBob. I'm calling from the payphone.",9,SpongeBob SquarePants,62,9
22498,Squidward,190, You don't say. How's that shortcutting going?,9,SpongeBob SquarePants,46,7
22499,SpongeBob,190, Not good. I think I took a wrong turn at the abandoned sofa. All there is around here are broken fire hydrants. What should I do?! ,9,SpongeBob SquarePants,133,26
22501,SpongeBob,190," I don't have a dime! Operator, please, please, can you tell me where I am?",9,SpongeBob SquarePants,75,15
22503,SpongeBob,190," Uh, hold on!  Two nickels! I need a dime! Oh, I'm never going to get to work!",9,SpongeBob SquarePants,78,17
22505,SpongeBob,190, Looking for a dime in this abandoned sofa!,9,SpongeBob SquarePants,43,8
22507,SpongeBob,190," What ya doing there, drinking soda?",9,SpongeBob SquarePants,36,6
22509,SpongeBob,190, Isn't it a little early to be hitting the high-fructose corn-syrup?,9,SpongeBob SquarePants,68,11
22511,SpongeBob,190," Ooh, you drive a pedicab?",9,SpongeBob SquarePants,26,5
22513,SpongeBob,190," Yes! To the Krusty Krab, and step on it! ",9,SpongeBob SquarePants,42,9
22516,SpongeBob,190,"  Thanks a lot, Scott! Stay in school!  Krusty Klam?!  Wait, Scott, come back!  TARTER SAUCE!!! ",9,SpongeBob SquarePants,96,15
22518,SpongeBob,190," No! Over the cliff!  Through the toxic runoff!  Make a right at the disease-filled sewer pipe!  Face-first into this fetid muck! Over the garbage pile! Fall down this mountain of broken glass! Over the excruciatingly sharp razor-wire!  Up this massive hill!  That's...the Krusty Krab! And I'm still 2 minutes early!  I made it! I made it!  Oh, random Krusty Krab patrients! How I've missed out!  Oh, how I've missed your youthful faces!  I missed the bathroom, too!   But most of all, I missed you, choking guy!   Patrick? How did you get here?",9,SpongeBob SquarePants,545,92
22519,Patrick,190, Same way I always do. Scott gave me a ride in his pedicab. ,9,SpongeBob SquarePants,60,13
22520,SpongeBob,190,"  Squidward! Squidward, can you believe I made it?! ",9,SpongeBob SquarePants,52,8
22521,Squidward,190, Congratulations. ,9,SpongeBob SquarePants,18,1
22522,Mr. Krabs,190," What are you doing, boy?! You're scaring all me customers with your foul stench!",9,SpongeBob SquarePants,81,14
22523,SpongeBob,190,  Mr. Krabs!,9,SpongeBob SquarePants,12,2
22524,Mr. Krabs,190,"  Oh no, lad, you're not coming in here looking like that!  You're going straight home for a nice long bubble bath! ",9,SpongeBob SquarePants,116,21
22525,SpongeBob,190," Aye-aye, sir!",9,SpongeBob SquarePants,14,2
22526,Squidward,190, What?! He gets to go home and take a bubble bath?! That's my thing!,9,SpongeBob SquarePants,68,14
22527,Mr. Krabs,190," Yes it is. And consequently, you are just neat as a pin! Now get to work!",9,SpongeBob SquarePants,74,16
22528,Squidward,190," I'm as neat as a pin? I'll show you neat as a pin!  Where's my bubble bath, Mr. Krabs?! ",9,SpongeBob SquarePants,89,19
22529,Mr. Krabs,190, There you go!  Now get to work! ,9,SpongeBob SquarePants,33,7
22531,Mr. Krabs,190," Oh no! It says ""Buy one for a fee!""",9,SpongeBob SquarePants,36,9
22539,Squidward,191, Huh? ,9,SpongeBob SquarePants,6,1
22540,SpongeBob,191, Hey!,9,SpongeBob SquarePants,5,1
22541,SpongeBob,191, Whatcha doing?,9,SpongeBob SquarePants,15,2
22542,Squidward,191, I'm busy.,9,SpongeBob SquarePants,10,2
22543,SpongeBob,191, How busy would you say you are on a scale of eight to nine?,9,SpongeBob SquarePants,60,14
22544,Squidward,191,  Fourteen!,9,SpongeBob SquarePants,11,1
22545,SpongeBob,191," Squidward, I'm no mathematologist, but that sounds like a lot!",9,SpongeBob SquarePants,63,10
22546,Squidward,191,  It is!,9,SpongeBob SquarePants,8,2
22547,SpongeBob,191," Okay, quick survey. Are you busy busy, or just busy?",9,SpongeBob SquarePants,53,10
22548,Squidward,191," What's ""busy busy?""",9,SpongeBob SquarePants,20,3
22549,Squidward,191," No no no no no! Don't tell me! Don't tell me! Don't tell me anything, don't even tell me what you're doing here!",9,SpongeBob SquarePants,113,23
22550,SpongeBob,191,  I found a jump rope!,9,SpongeBob SquarePants,22,5
22551,Squidward,191,  I SAID NOT TO TELL ME!  You're ruining my perfect afternoon. I'm spending some quality time with someone who's very important to me.,9,SpongeBob SquarePants,134,23
22552,SpongeBob,191, Oh! Who's the lucky...,9,SpongeBob SquarePants,23,4
22553,Squidward,191,  Perfectly brown toast points.   Sparkling kelp juice.   Here's to me!  D'oh! That simpering buffoon!,9,SpongeBob SquarePants,104,16
22555,Squidward,191, I know.,9,SpongeBob SquarePants,8,2
22557,Squidward,191, GO AWAY!!!,9,SpongeBob SquarePants,11,2
22559,Squidward,191, Wait. I thought you were some other idiot.,9,SpongeBob SquarePants,43,8
22563,Squidward,191, Ahh! What are you still doing here?,9,SpongeBob SquarePants,36,7
22565,Squidward,191," Plus one! Oh yeah, of course! Plus one!  Sure!  What's a plus one?",9,SpongeBob SquarePants,67,13
22567,Squidward,191, Do you have to do it?,9,SpongeBob SquarePants,22,6
22569,Squidward,191, What? Do you want me to call your supervisor and tell him you're just standing around?,9,SpongeBob SquarePants,87,16
22571,SpongeBob,191,  Somebody like me?,9,SpongeBob SquarePants,19,3
22572,SpongeBob,191, I like openings.,9,SpongeBob SquarePants,17,3
22573,Squidward,191," No, not like you!",9,SpongeBob SquarePants,18,4
22574,SpongeBob,191," Come on, jump rope. I guess it's just you and me.",9,SpongeBob SquarePants,50,11
22575,Squidward,191, Let's see here. Friends... ,9,SpongeBob SquarePants,28,4
22576,Squidward,191,"  Friends, friends...",9,SpongeBob SquarePants,21,2
22577,Squidward,191," Hm. Yeah, I wonder if I still have my receipt for this thing. No big deal. Anybody can make a friend by...  TONIGHT?!  Let's see. There must be someone who's a real part of your life, Squidward. Who do you see every single day? Who do you know like the back of your suction cups?",9,SpongeBob SquarePants,280,55
22578,Squidward,191," But, of course! It's so simple.",9,SpongeBob SquarePants,32,6
22579,Squidward,191," SpongeBob, I have something to ask you.",9,SpongeBob SquarePants,40,7
22580,SpongeBob,191, Of course I'll go to the opening with you!,9,SpongeBob SquarePants,43,9
22581,Squidward,191, That wasn't the question. Which way did the mailman go?,9,SpongeBob SquarePants,56,10
22582,SpongeBob,191," Oh, he said he had a package for the Widow Duncan. I think he went...",9,SpongeBob SquarePants,70,15
22584,Squidward,191," Hey, there you are!",9,SpongeBob SquarePants,20,4
22586,Squidward,191," What? What are you... Oh!  You always were a big kidder, huh?  Mailman  guy?",9,SpongeBob SquarePants,77,14
22588,Squidward,191, I love introverts! Why I'm an introvert!,9,SpongeBob SquarePants,41,7
22590,Squidward,191," Say, I bet we have a lot in common.",9,SpongeBob SquarePants,36,9
22592,Squidward,191, That's me!,9,SpongeBob SquarePants,11,2
22594,Squidward,191," Oh, delicious food is my favorite kind of food! Especially when that delicious food is something you can...",9,SpongeBob SquarePants,108,18
22596,Squidward,191," Once you've had pointed toast, you just never want any other kind.",9,SpongeBob SquarePants,67,12
22598,Squidward,191, SpongeBob!,9,SpongeBob SquarePants,11,1
22600,Squidward,191," Yeah, I know it... What?",9,SpongeBob SquarePants,25,5
22604,Squidward,191," Oh, you think you know a guy?  Oh, who are you kidding? It's not in the cards for you. I bet not even this old tin can would be my friend.",9,SpongeBob SquarePants,139,31
22605,SpongeBob,191,  I'll be your friend.,9,SpongeBob SquarePants,22,4
22606,Squidward,191,  Who is this?,9,SpongeBob SquarePants,14,3
22607,SpongeBob,191," It's me, SpongeBob.",9,SpongeBob SquarePants,20,3
22608,Squidward,191, SpongeBob!,9,SpongeBob SquarePants,11,1
22609,SpongeBob,191, Yes? I'm still here.,9,SpongeBob SquarePants,21,4
22610,Squidward,191, I need to ask you something important.,9,SpongeBob SquarePants,39,7
22611,SpongeBob,191, You don't have to ask me three times.,9,SpongeBob SquarePants,38,8
22612,Squidward,191, Will you tell Larry I wanna talk to him?,9,SpongeBob SquarePants,41,9
22613,SpongeBob,191, Oh.,9,SpongeBob SquarePants,4,1
22614,SpongeBob,191, Okey-doke.,9,SpongeBob SquarePants,11,1
22616,Squidward,191," Well, it's, uh, kind of hard to put into words.",9,SpongeBob SquarePants,48,10
22618,Squidward,191, You have?,9,SpongeBob SquarePants,10,2
22621,Squidward,191," Um, no. The.. They always seemed a little sporty for me.",9,SpongeBob SquarePants,57,11
22623,Squidward,191, What the heck?,9,SpongeBob SquarePants,15,3
22625,Squidward,191, We make quite a team!,9,SpongeBob SquarePants,22,5
22627,Squidward,191," You know, earlier today I met a jerk who said he didn't like clarinet music.",9,SpongeBob SquarePants,77,15
22629,Squidward,191," You know, you're alright, Lester.",9,SpongeBob SquarePants,34,5
22631,Squidward,191, Whatever. The point is do you want to go with me to a gallery opening tonight?,9,SpongeBob SquarePants,79,16
22633,Squidward,191, What?! You don't need that glop!,9,SpongeBob SquarePants,33,6
22635,Squidward,191," Oh, come on. It's a fat. You don't wanna be one of those mindless rubes who marches around in a constant haze of stupidity. ""I love protein shakes. I'm the most gullible rube on the planet. Duh! Duh! Duh! Give me my stupid protein shake.""",9,SpongeBob SquarePants,239,45
22636,Squidward,191,  I mean...,9,SpongeBob SquarePants,11,2
22637,Squidward,191," So, are we still on for tonight? Sevenish?",9,SpongeBob SquarePants,43,8
22638,Squidward,191,  I guess it's just you and me again.,9,SpongeBob SquarePants,37,8
22639,Squidward,191,  What are you doing here?,9,SpongeBob SquarePants,26,5
22640,SpongeBob,191,  Just playing draggy rope. You wanna play?,9,SpongeBob SquarePants,43,7
22641,Squidward,191, No.,9,SpongeBob SquarePants,4,1
22642,SpongeBob,191, You hold on to one end of the rope and you drag it behind you like a sea snake is chasing you like this. Wanna play?,9,SpongeBob SquarePants,117,26
22643,Squidward,191, Just get me out of here!,9,SpongeBob SquarePants,25,6
22644,SpongeBob,191,  Will do.,9,SpongeBob SquarePants,10,2
22645,Squidward,191, Thanks.,9,SpongeBob SquarePants,8,1
22646,SpongeBob,191, Anything for a friend.,9,SpongeBob SquarePants,23,4
22647,Squidward,191, Friend?,9,SpongeBob SquarePants,8,1
22648,Squidward,191, Would you be my plus one?,9,SpongeBob SquarePants,26,6
22649,Squidward,191," Come on, SpongeBob.",9,SpongeBob SquarePants,20,3
22652,Squidward,191, Aww!,9,SpongeBob SquarePants,5,1
22670,Squidward,192," Oh, what now? Too much weeing. What is...",9,SpongeBob SquarePants,42,8
22671,Squidward,192,"  PICKLE JUICE! Oh, my eye!",9,SpongeBob SquarePants,27,5
22672,Squidward,192, ,9,SpongeBob SquarePants,1,0
22673,Mr. Krabs,192, I smell something burning.,9,SpongeBob SquarePants,27,4
22674,Squidward,192, Yeah. Probably my eye.,9,SpongeBob SquarePants,23,4
22675,Mr. Krabs,192," Oh, stop your drama, Squidward.",9,SpongeBob SquarePants,32,5
22676,Squidward,192, You missed a spot.,9,SpongeBob SquarePants,19,4
22677,Mr. Krabs,192," What in the name of Neptune's tail fin is going on in here, boy?",9,SpongeBob SquarePants,65,14
22678,SpongeBob,192," Oh, I'm playing picnic with my wonderful little food friends Herb and Loretta! These are their kids Timmy and Sally.",9,SpongeBob SquarePants,117,20
