,character,episode,line,season
18166,SpongeBob,153," Sorry excuse for a cash-?"" Oooooh! You mean Squidward.
",8
18167,Mr. Krabs,153," [sighs] Yes. I mean Squidward. WHERE IS HE?!
",8
18168,SpongeBob,153," He's in the storage room. Says he's working on something requiring... [in a whisper] ...complete privacy.
",8
18169,Mr. Krabs,153," Oooooh. He requires [privacy], does he? [the sound of a chain snapping is heard, followed by a loud crash. SpongeBob and Mr. Krabs burst into the storage room] What's all the ruckus?! [A shelf has partially collapsed, and there are buns scattered in a heap all over the floor. Squidward emerges from the pile, rubbing his head and groaning. Mr. Krabs gasps] Oh no! Please, no! This is terrible! [he bursts into tears] Are you hurt?
",8
18170,Squidward,153," Oh, well. Thank you for ask-
",8
18171,Mr. Krabs,153," I wasn't talking to you! [He picks up some of the buns] Don't worry, papa's here. [he bursts into tears again]
",8
18172,Squidward,153," Mr. Krabs? [Mr. Krabs continues sobbing] Mr. Krabs! [Mr. Krabs sobs even louder] MR. KRABS! [he stops sobbing] Your shelf collapsed on me, and I twisted my ankle! [He lifts up his tentacle, which is badly twisted]
",8
18173,Mr. Krabs,153," I didn't even know you had ankles.
",8
18174,Squidward,153," As if working here wasn't bad enough, now I've been injured on the job.
",8
18175,Mr. Krabs,153," Injured? On the job?! Oh no! That would mean...
",8
18176,SpongeBob,153," It's all right here, Mr. Krabs.[Mr. Krabs turns and looks as SpongeBob moves some boxes aside to reveal a poster with ""OWS"" written on it] The Bikini Bottom OWS Worker Safety Guidlines. Let's see, it says here...blah blah blah blah, accident... blah blah blah blah, owner negligence... blah blah blah blah, substantial fines.
",8
18177,Mr. Krabs,153," Substantial fines?! [he turns back to Squidward, laughing nervously] You know, Squidward... uh... I can't really let the OWS hear about this, you know. [laughs nervously. Squidward smirks]
",8
18178,Squidward,153," Really? Well, maybe I should give them a call. [picks up a phone]
",8
18179,Mr. Krabs,153," Well now, Squidward! [laughs nervously] Let's not be hasty! [Squidward puts down the phone] I'll take care of your poor little ankle personally. [he turns around] SpongeBob! Squidward needs first aid [SpongeBob looks delighted]
",8
18180,SpongeBob,153," First aid? Fear not, injured co-worker, [he runs over to Squidward, now wearing a hospital hat and jacket and a stethoscope] for I am certified.
",8
18181,Squidward,153," Oh, no no no, don't touch me! [SpongeBob grabs Squidward's nose and runs his stethoscope over it] SpongeBob, would you mind letting go of my nose?
",8
18182,SpongeBob,153," Oh, sure. [he lets go of Squidward's nose, and it flies back, hitting Squidward]
",8
18183,Squidward,153," Ow! [he takes the end of SpongeBob's stethoscope and shouts into the end of it] GET AWAY FROM ME!!! Well, this is it! I'm reporting you to the OWS!
",8
18184,Mr. Krabs,153," [screams] Please don't report me to the OWS. I'll do anything. Anything for you.
",8
18185,Squidward,153," Hmm? Anything? [cuts to scene where Mr. Krabs lays Squidward down]
",8
18186,Mr. Krabs,153," Now if you need anything, just let me know.
",8
18187,Squidward,153," I could sure use a pillow.
",8
18188,Mr. Krabs,153," Ok.
",8
18189,Squidward,153," And another one for my foot. Fluff it.
",8
18190,Mr. Krabs,153," [angered] What did you say?
",8
18191,Squidward,153," I said, ""fluff it.""
",8
18192,Mr. Krabs,153," [mocking tone] fluff your pillow, I'll fluff your pillow.
",8
18193,Squidward,153," [angered] What?
",8
18194,Mr. Krabs,153," Oh nothing.
",8
18195,Squidward,153," And also, looks like you'll have to take over for me.
",8
18196,Mr. Krabs,153," Well, at least there's not that much customers anyway. [anchovies meep] Of course. [cuts to seen where SpongeBob holds a clipboard.]
",8
18197,Mr. Krabs,153," It's what criminals wear when they go to bed. [whispering] I'm I think Mr. Squidward is hiding something from us, and I want you to figure out what it is.
",8
18198,SpongeBob,153," Can do, Mr. Krabs.
",8
18199,Mr. Krabs,153," Shhhh. [whispering] You gotta keep it a secret from Squidward. [Cuts to scene where SpongeBob tries to figure out the cause of the accident]
",8
18200,SpongeBob,153," Hmm? Huh? If I'm gonna solve this problem, I'm gonna need an assistant. [Cuts to scene where Patrick is shown] Ok, when you take a bun, I'm gonna hit you with the shelf. [Patrick shouts] Looks like we'll have to do it again.
",8
18201,Patrick,153," Uhh, do what again? Ow!
",8
18202,SpongeBob,153," Ok, one more time.
",8
18203,Patrick,153," Ow! [cuts to scene where Squidward relaxes on Krusty Krab roof]
",8
18204,Squidward,153," After tea, I'd like a tentacle massage.
",8
18205,Mr. Krabs,153," I ain't touching your tentacles with a 10-ft pole...
",8
18206,Squidward,153," [on phone] Hello, Office Workers Safety Department....[Mr. Krabs jumps at Squidward ripping the phone out of his hand. Then appearing to eat it.]
",8
18207,Mr. Krabs,153," I'll be right back. How's the solution coming?
",8
18208,SpongeBob,153," Not happening yet, but we're working on it. [Mr. Krabs sighs]
",8
18209,Squidward,153," [clearing throat] I'm waiting!
",8
18210,Mr. Krabs,153," Coming!
",8
18211,Frankie Billy,153," [clearing throat] Anybody there? Hello?
",8
18212,Mr. Krabs,153," [angered, muttering] Oh, for the love of peat moss.
",8
18213,Frankie Billy,153," Uh aren't you gonna wash your......[groaning]
",8
18214,Mr. Krabs,153," How long do I need to keep this up?
",8
18215,Squidward,153," Oh, it's gonna be a long full recovery. Time to pop my back barnacles. [Mr. Krabs screams & then cries] [customers mutter in anger]
",8
18216,OWS Manager,153," Office Working Safety Department.
",8
18217,Mr. Krabs,153," [sighs] Squidward, after all I've done for you, you've called the OWS.
",8
18218,SpongeBob,153," He didn't call him Mr. Krabs, we did. We some help with the investigation. Right Patrick?
",8
18219,Patrick,153," Uh, breakfast, green, Finland. [cuts to scene where they all investigate the accident]
",8
18220,OWS Manager,153," So, this is where the accident occurred. Can anyone tell me what happened.
",8
18221,Squidward,153," I'll be glad to. [in despair] I mean, I can live the whole tragic episode, if I must. It was just another day at the Krusty Krab, I was at the register, giving it a nice shine between orders, when something a party bun with 10 seeds, instead of 11. Now I wasn't about to stand by and watch a customer go without all his guaranteed nutrients and  vitamins. So I stung in to action.""
",8
18222,Squidward,153," ""Excuse me, sir.
",8
18223,Frankie Billy,153," What a nice and charming individual.
",8
18224,Squidward,153," Thats when I entered the back room get a new bun, and just when I was about to reach one, I heard a slight creek. The chained snapped, and then, wham! I I lay on the floor for nearly six hours crying softly for help. [crying] Help! H-help! Help.  But the worst part was that I didn't get that kind gentleman his new bun.
",8
18225,OWS Manager,153," Oh, I see. As you know, certain penalties are involved. [types random numbers while Mr. Krabs cries] One... dollar!
",8
18226,Mr. Krabs,153," [blinking, gasping] No!! Oh, Why, why, why?! [gasps] Hold on a sec. That's my security surveillance camera.
",8
18227,Squidward,153," [shocked] WHAT?!?
",8
18228,Mr. Krabs,153," I yeah I forgot. I borrowed that from the airport. Now, let's see what really happened here. [Squidward is going to the bun shelf, but what he does is sleep on it, soon the chain breaks and Squidward falls unharmed under the buns, Mr. Krabs gasps] You faker! Not to mention that you were sleeping on the job! [sighs deeply, forcing Squidward to the ground]
",8
18229,Squidward,153," What are you going to do to me?
",8
18230,Mr. Krabs,153," I'm gonna make you pay.
",8
18231,Squidward,153," Oh, no! [cuts to scene where Krabs gets pampered. Krabs sighs. Squid gasps. When Squidward starts to pop some of the barnacles on Mr. Krabs back he screams in sorrow.]",8
18232,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",154," Sponge Out of Water


SpongeBob SquarePants 3


",8
18233,"
The SpongeBob Movie",154," Sponge Out of Water
",8
18234,"
Specials


Plankton's Special Sinister Commentary


Square Roots",154," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",8
18235,"
Square Roots",154," The Story of SpongeBob SquarePants
",8
18236,"
SpongeBob SquarePants 4-D",154," Ride
",8
18237,"
SpongeBob SquarePants 4-D",154," The Great Jelly Rescue!
",8
18238,SpongeBob,154," [startled] Mr. Krabs, what 'cha doin?
",8
18239,Mr. Krabs,154," Oh ahoy, SpongeBob! I'm was just using some old toothpaste I found to patch up this small hole in the wall.
",8
18240,Squidward,154," Good thing you didn't hire a professional to do that.
",8
18241,Mr. Krabs,154," And why is that, Mr. Squidward?
",8
18242,Squidward,154," Because then you'd only get to repair it once.
",8
18243,SpongeBob,154," So, what flavor is it?
",8
18244,Mr. Krabs,154," It-it-it's just a hole in the wall, boy. It doesn't have a flavor.
",8
18245,SpongeBob,154," No, I mean the toothpaste!
",8
18246,Mr. Krabs,154," Oh. Well I think it's... [Mr. Krabs notices the toothpaste drip, the wall cracks, and falls down]
",8
18247,SpongeBob,154," Hey, look Mr. Krabs! That small hole in the wall just became a medium sized hole in the wall!
",8
18248,Squidward,154," Time to get out the dental floss. Ha. [cuts to a man and two boys riding in a boat]
",8
18249,Boy 1,154," Thanks again for taking us to the Krusty Krab, dad.
",8
18250,Boy 2,154," Yeah, mom never brings us here.
",8
18251,Frank,154," Ha. Any time kids. What the?
",8
18252,SpongeBob,154," Careful now...
",8
18253,Frank,154," Hey, you guys put in a drive through!
",8
18254,Mr. Krabs,154," [confused] We did?
",8
18255,Frank,154," Great, I'll have three large Krabby Patties, Krabby Fries, a Krabby Cola, and 2 extra large orders of Krabby Rings. [Sniffs] Is this toothpaste?
",8
18256,Mr. Krabs,154," [smirking] Boy, I don't know how I think think of this stuff, but I think I got a winner! We are putting in a drive through!
",8
18257,SpongeBob,154," [astonished] A drive--- woah!
",8
18258,Squidward,154," Sounds like a lot of extra work to me.
",8
18259,Mr. Krabs,154," You mean for you.
",8
18260,Squidward,154," [pounds cash register] It'll cost you money.
",8
18261,Mr. Krabs,154," Oh nonsense, we'll build it for free!
",8
18262,SpongeBob,154," Hi, Mr. Krabs.
",8
18263,Mr. Krabs,154," Ahoy, SpongeBob. What's with all the booty?
",8
18264,SpongeBob,154," I got this new microphone system which everybody hears them, The sign with a menu on it, and a colorful arrow from the Krusty Krab. It even lights up, see? [Light goes on]
",8
18265,Mr. Krabs,154," OK, but, I got something better. A menu made with napkins and tape, A microphone system made of tin cans, and this sign... I made it from an old noodle.
",8
18266,SpongeBob,154," I don't get it, Mr. Krabs. How is this stuff better than I bought?
",8
18267,Mr. Krabs,154," I'm sorry, what?
",8
18268,SpongeBob,154," How is this stuff better?
",8
18269,Mr. Krabs,154," Because it was... [Shakes microphone] Free!
",8
18270,Frankie Billy,154," I'll have one Krabby Patty with extra fries and a medium drink.
",8
18271,Squidward,154," Coming right up, sir. SpongeBob, I need one Krabby Patty, with extra fries and a medium drink.
",8
18272,SpongeBob,154," I'll have that ready for two shakes in a lamprey's tail! hehehehehe! [Dumps Krabby Patty with fries and medium drink on the ground] Oops. [Whistling where he brings the trampoline on the ground] There we go, good as new. [Back inside the Krusty Krab he dumps the Krabby Patty with fries and a medium drink and it jumps and splattered the customer] Thank you, come again.
",8
18273,Mr. Krabs,154," Yes, you like it here, don't you? [Billy walks by] Can I help you? [Billy gives Mr. Krabs a bill] What?! A bill?! What's this for?
",8
18274,Frankie Billy,154," It's for my dry cleaning. Your drive-through window is getting smaller now. Size-wise, I mean.
",8
18275,Mr. Krabs,154," [Crashed the drive-through window with a mallet] There we go, problem solved. [Folded arms smiling]
",8
18276,Narrator,154," Meanwhile...
",8
18277,Squidward,154," SpongeBob, two large, two medium. I hate my job.
",8
18278,Dale,154," Excuse me, I like to place an order. [Squidward walks]
",8
18279,Mr. Krabs,154," Ahoy, Squidward.
",8
18280,Squidward,154," Mr. Krabs, I am getting really tired of running back and forth. I find it both exhausting and time consuming.
",8
18281,Mr. Krabs,154," [Pushes the cash register boat beside the hole in the wall, then pushes the grill along with SpongeBob into his office, and finally pushes his chair into the kitchen. Then walks back to Squidward]
",8
18282,Squidward,154," [Sarcastically] Oh, wonderful. Peachy. Now how am I suppose to get two SpongeBobs so I can hand them these order tickets here?
",8
18283,Mr. Krabs,154," [Smashes a hole to his office revealing SpongeBob] Problem solved!
",8
18284,SpongeBob,154," Squidward! Hi!
",8
18285,Squidward,154," Oh it's days like this that make me wish I had gone back to college.
",8
18286,Mr. Krabs,154," Mr. Squidward! Any customers?
",8
18287,Squidward,154," Not that I can hear.
",8
18288,Mr. Krabs,154," [Looks out the hole] Oh? Here comes one now!
",8
18289,Plankton,154," Hey. Hey! Go around! Go around! [Gets run over and squished; he screams]
",8
18290,Old Man,154," Large Krabby Patty with fries please.
",8
18291,Squidward,154," With fries. Got it. We'll have it right out to you sir.
",8
18292,Old Man,154," What? You're closed?! Now she tells me. [Drives off]
",8
18293,Squidward,154," [Comes back with a bag] There you are sir. The ketchup is in the b--What? Did somebody order a Krabby Patty?
",8
18294,Plankton,154," [Slowly raises up his arm]
",8
18295,Squidward,154," Nobody huh? Ok, I'll just toss it in the trash.
",8
18296,Pearl,154," [Laughs] I am sure in a jovial mood! How about you guys?
",8
18297,Girl 1,154," You bet Pearl!
",8
18298,Girl 2,154," Oh, I'm feeling especially jovial. You know? Being a teenager and all!
",8
18299,Squidward,154," Welcome to the Krusty Krab Drive Thru. Can I take your order?
",8
18300,Pearl,154," Hey you guys. It sounds like that weird guy Squidward. What do you say we play a prank on him?
",8
18301,Girl 2,154," Oh! Sounds like a great idea to me! Being a teenager and all! [Takes out a megaphone] Two large Krabby Patties! Please! [Pause] With fries! [Laughs]
",8
18302,Squidward,154," [Holds ear] Ow! I'm not faking it you know. That really hurts! A lot!
",8
18303,Mr. Krabs,154," A bill?! And what is this for?
",8
18304,Squidward,154," It's for my ear-replacement surgery! We need a real microphone and speaker!
",8
18305,Mr. Krabs,154," You have any idea what a real microphone and speaker costs?!
",8
18306,Squidward,154," How much?
",8
18307,Mr. Krabs,154," Well...they cost as much as...as uh...as a...real microphone and...speaker.
",8
18308,Larry,154," Woah woah. Whoopsy!
",8
18309,Mr. Krabs,154," [Notices the can fall of] Hey! You delinquent!
",8
18310,Squidward,154," Now you have to replace it.
",8
18311,Mr. Krabs,154," Replace what?
",8
18312,Squidward,154," The microphone!
",8
18313,Mr. Krabs,154," What do I look like I'm made out of tin cans?
",8
18314,Squidward,154," No but that pile of tin cans over there is [Points to a pile of tin cans].
",8
18315,Mr. Krabs,154," Good thing we have you around to always point out the obvious!
",8
18316,Squidward,154," Good thing you're around to never notice the obvious!
",8
18317,Larry,154," [Watches Mr. Krabs fix the microphone] Sorry about that dude.
",8
18318,Mr. Krabs,154," Well that's nice! I'm still billing you for the damages!
",8
18319,SpongeBob,154," [Walks to the hole holding a Krabby Patty meal] One Krabby Meal! To go!
",8
18320,Larry,154," Hand on up here!
",8
18321,SpongeBob,154," Sure thing Larry! [Tries to hand the Krabby Meal up to Larry] Gehh! Gehh!
",8
18322,Larry,154," Come on, bro! You can do it!
",8
18323,SpongeBob,154," Geeehh! [Falls out the hole and onto the ground dropping the meal in the process].
",8
18324,Larry,154," Or maybe not.
",8
18325,SpongeBob,154," [Walks to Mr. Krabs] Mr. Krabs. I'm concerned.
",8
18326,Mr. Krabs,154," Oh? Why SpongeBob?
",8
18327,SpongeBob,154," Because I can't reach the window of Larry the Lobster's sub!
",8
18328,Mr. Krabs,154," Yeah...Well there's a solution to every problem! [Smashes another hole above the first one revealing Larry's face] There! Problem solved [Laughs] Hey! What is all the ruckourous about!? Woah...
",8
18329,Millie,154," Hey! What's the hold up?!
",8
18330,Man 1,154," How long are you going to make us wait?!
",8
18331,Man 2,154," We were waiting here for hours!
",8
18332,Harold,154," We're still trying to get out of our driveways!
",8
18333,Mr. Krabs,154," Squidward! There's a line of customers out there a million miles long!
",8
18334,Squidward,154," [Sarcastically] That's nice. That's interesting.
",8
18335,Mr. Krabs,154," I guess I'll be retiring early after all! [Laughs and then spots a policeman].
",8
18336,Policeman,154," Mr. Eugene Krabs?
",8
18337,Mr. Krabs,154," Yeeesss? [The policeman hands him a ticket] What? Is this a-a-a ticket?!
",8
18338,Policeman,154," A ticket? [Laughs] Now why would I write you a ticket? Huh? Oh, I know! How about for turning the whole town into a parking lot!
",8
18339,Mr. Krabs,154," Ah! But officer! I a...I a...Listen!
",8
18340,Policeman,154," Relax man, that's just my order. I want two Krabby Patties and Kelp Fries to go! I don't wait in lines!
",8
18341,Mr. Krabs,154," Oh sure! Right! Phew! Hah hah hah...SpongeBob can you get the kind officer two-
",8
18342,SpongeBob,154," [Appears with the bag of Krabby Patties and Kelp Fries] -Krabby Patties and Kelp Fries, sir? Anything for our boys in blue!
",8
18343,Mr. Krabs,154," Here you go officer! And thanks for being so understanding! If you know what I mean? No charge.
",8
18344,Policeman,154," You're welcome. Just hope the Mayor doesn't find out about this mess. He's the one you need to worry about! [Holds open the door letting the Mayor in] Mayor. [Leaves]
",8
18345,Mayor,154," Eugene Krabs!
",8
18346,Mr. Krabs,154," [screams] Mr. Mayor!
",8
18347,Mayor,154," The whole town is in a stand-still because your drive thru is so slow!
",8
18348,Mr. Krabs,154," Well...don't you worry Mr. Mayor! I have a answer for that too! [Smashes another hole on the other side of the Krusty Krab] There you go! See now we have two drive thrus, two lines, and I'll make money twice as fast! [Laughs].
",8
18349,Mayor,154," Hmm! That should work perfectly!
",8
18350,SpongeBob,154," Okay! Who had the Double Krabby Patty with fries and extra cheese...[The crowd then yells and tries to grab at him].
",8
18351,Squidward,154," SpongeBob! Order up!
",8
18352,SpongeBob,154," I'm on it! [Dashes over and takes the order ticket then starts grilling many Krabby Patties at the same time].
",8
18353,Squidward,154," Hurry SpongeBob! I got 26 more orders!
",8
18354,SpongeBob,154," [Grows a bunch of arms and comes out carrying a bunch of trays with orders on them] 26 orders up!
",8
18355,Squidward,154," [Running past SpongeBob] No no no! Not that window! The other one!
",8
18356,SpongeBob,154," Squidward, are you sure!? These customers over here look really really hungry! [Spots a bunch of people in the window yelling].
",8
18357,Squidward,154," [Customers are biting on him] And these ones don't!
",8
18358,Lenny,154," [Honks and suddenly gets hit from behind] Hey hey hey! Watch it will ya! I just had this thing repainted!
",8
18359,Frank (lifeguard),154," And I had this repainted! [Takes out a pipe-like object]
",8
18360,Lenny,154," [Scared] I see you used the extra-glossly...
",8
18361,Plankton,154," [Walking around holding chum] Chum Nuggets here! Going fast! Get 'em while they're cold! Get 'em while they're running! Looks like Krabs' drive thru is really paying off, for me! [Takes out cash and laughs evilly. Then spots something] Oh no...not again. [screams and gets run over by the same Old Man from earlier].
",8
18362,Old Man,154," Oh darn it! Now there's a line!
",8
18363,Plankton,154," [Gets up] Watch where you going old man! This is the second time!
",8
18364,Old Man,154," I'm too old to wait in lines! [Squashes Plankton again]
",8
18365,Plankton,154," Chum Nuggets...get them before [His arm breaks and the chum he was holding lands in his eye] my arm falls off...
",8
18366,Mr. Krabs,154," Gasp! They're everywhere!
",8
18367,Squidward,154," Mr. Krabs!
",8
18368,Mr. Krabs,154," Stay back! Take Squidward, not me! [Opens eyes and spots Squidward] Oh, hi Squidward.
",8
18369,SpongeBob,154," Mr. Krabs! We got to do something! The customers are mad with hunger! They're beginning to riot!
",8
18370,Squidward,154," For once, he's right!
",8
18371,Mr. Krabs,154," Easy boys! Easy! Don't you think you both are getting a little carried away? I mean, I hardly call this a riot! Right, hah hah. Like- [The Krusty Krab sign suddenly crashes through the window] Oh....kay...Don't worry! I can solve this! [Takes out a sledgehammer and runs over to the wall] More drive thrus! More money!
",8
18372,Mr. Krabs,154," Hey? Somebody eating potato chips?
",8
18373,SpongeBob,154," Don't worry Mr. Krabs! [Takes out toothpaste] We can fix it! [Squirts the rubble with the toothpaste, until the toothpaste runs out] We might want to buy some more toothpaste though.
",8
18374,Mr. Krabs,154, [crying],8
18375,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",155," Sponge Out of Water


SpongeBob SquarePants 3


",8
18376,"
The SpongeBob Movie",155," Sponge Out of Water
",8
18377,"
Specials


Plankton's Special Sinister Commentary


Square Roots",155," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",8
18378,"
Square Roots",155," The Story of SpongeBob SquarePants
",8
18379,"
SpongeBob SquarePants 4-D",155," Ride
",8
18380,"
SpongeBob SquarePants 4-D",155," The Great Jelly Rescue!
",8
18381,SpongeBob,155," Patrick! Tee time, Patrick! Patrick! [cuts to Squidward] Tee time, Patrick! [cuts to Patrick's house] Patrick! Wake up!
",8
18382,Patrick,155," [laughs] Ready to lose? Weather permitting, of course. [There is a rumbling sound then storm clouds move in and start rain and thunder]
",8
18383,SpongeBob,155," Aw, how are we supposed to golf in this this downpour? Our putters are getting waterlogged. [twist putter]
",8
18384,Patrick,155," Dumb rain! Doesn't anybody know I'm the sheriff in these parts? [points to sky with putter] Hey, rain! You better stop that! [Patrick gets shocked by lightning then screams. Cuts to Squidward grumbling & covers head with blanket]
",8
18385,Patrick,155," [continues screaming then gets burned to ashes] AAAAAAHHH!!!!!
",8
18386,Squidward,155," [opens window] If you two don't mind, could you keep it down to a low rumble?
",8
18387,SpongeBob and Patrick,155," Sorry, Squidward.
",8
18388,SpongeBob,155," I guess we were just too upset about the rain and how...
",8
18389,Squidward,155," Don't care. [closes window, cuts to SpongeBob's house]
",8
18390,Man with French accent,155," What follows is a brief construction montage.
",8
18391,Man with French accent,155," We hope you enjoyed this brief construction montage.
",8
18392,Squidward,155," [grumbles then gets so angry his sleep mask burns off, puts three pillows on a desk, ties them to his face with a rope, still hears them, then rips pillows off and screams. He walks to SpongeBob's house with umbrella, cuts to inside, where SpongeBob and Patrick are constructing] Hey! Hello?! Nitwit, morons.[Patrick hits Squidward with a hammer, Squidward screams]
",8
18393,SpongeBob,155," Oh, hi, Squidward. Up from your slumber, I see. Well, you're just in time to endure in a friendly game of [shows course] indoor miniature golf!
",8
18394,Squidward,155," I will not indulge in anything friendly or otherwise with the likes of you two! Presently, I am heading to enjoy a well-deserved morning nap!
",8
18395,Patrick,155," But we sculpted your likeness out of butter on hole five. [cuts to sculpture]
",8
18396,Squidward,155," I don't care! Listen up, I will not be woken from my nap again, and if I am, I'm gonna...
",8
18397,Patrick,155," Join us on the back nine?
",8
18398,Squidward,155," Just don't let it happen again! Or else. [leaves]
",8
18399,SpongeBob,155," Let's get this game teed off. [balls come out of his head, he catches them, places a ball and tee on grass] You're up first, my good man.
",8
18400,Squidward,155," Would you two KEEP IT DOWN?!
",8
18401,SpongeBob,155," Better tone down the calisthenics, Patrick. Don't wanna upset Squidward.
",8
18402,Patrick,155," Can't wait to lose, huh? [aims, pulls back, and shoots. Ball ricochets back to tee] NO! Ooh. If you would just let me finish my stretches, I wouldn't have missed my first shot!
",8
18403,SpongeBob,155," Oh, don't worry, Patrick, I'm sure you'll get the hang of it. [places ball on tee] Besides, we're just playin' for fun, right? And back, and- [makes it]
",8
18404,Patrick,155," Nice shot. [moves ball]
",8
18405,SpongeBob,155," What are you doing?
",8
18406,Patrick,155," Moving my ball.
",8
18407,SpongeBob,155," Patrick, you have to play it where it lands.
",8
18408,Patrick,155," Fine. Have it your way. [moves ball back to original place, shoots, makes it] Ready to give up?
",8
18409,Patrick,155," Ha! Let's see how you do against the windmill. You haven't got a chance.
",8
18410,SpongeBob,155," You know, Patrick, this is just a game.
",8
18411,Patrick,155," Oh, it is just a game, which I am gonna win.
",8
18412,SpongeBob,155," I think you're missing the point. [aims, practice shots]
",8
18413,Patrick,155," Speaking of m-m-MISSING! [SpongeBob shoots by accident, startled by Patrick] Ha! Gotta play it where it lands. Watch and learn, SquarePants. Watch and learn. [shoots and makes it] YES! See if you can top that!
",8
18414,SpongeBob,155," [uneasily] Okay.
",8
18415,Patrick,155," [with microphone and headphones] SpongeBob readies the approach shot. He's gotta be very careful he doesn't hook the shot here, because this would certainly be an inopportune time for a bogey. [SpongeBob swings but stops] A pressure-packed shot to be sure. [leaves]
",8
18416,Bikini Bottomites,155," Aw. [all whisper]
",8
18417,Patrick,155," Looks like we're tied, three shots to three.
",8
18418,SpongeBob,155," Shots. [chuckles] They're called strokes in golf, Patrick. Not shots.
",8
18419,Patrick,155," Whatever. [shoots and makes it] AND HE SINKS ANOTHER HOLE IN ONE! That's two in a row!
",8
18420,SpongeBob,155," All right. You wanna play competitive, eh? Observe. [shoots and makes it] Right between the old wickets. Come on bally, don't fail me now.
",8
18421,Patrick,155," Watch out for the water hazard.
",8
18422,SpongeBob,155," Patrick, the only hazard I can see is you standing in my shot.
",8
18423,Patrick,155," I have no idea what you're talking about.
",8
18424,SpongeBob,155," Fine. Be that way. I'll just go around you. [shoots ball an ball ricochets off of a picture, through a sculpture and out the window] Oops.
",8
18425,Patrick,155," Show-off. I can do that. [shoots, SpongeBob ducks and goes out the window]
",8
18426,SpongeBob,155," Oh, where did our balls go?
",8
18427,Patrick,155," Well, how do I know? I was just copying you.
",8
18428,SpongeBob,155," [shows side of Squidward's house and broken window] Uh-oh. Oh well, I guess that's game point.
",8
18429,Patrick,155," Oh-ho-ho-ho-ho, hold on there, fella. It's not over yet.
",8
18430,SpongeBob,155," But remember what Squidward said? We can't make any noise!
",8
18431,Patrick,155," Who said anything about noise? We're just gonna get outta the rough and back to the course!
",8
18432,SpongeBob,155," Hey! Patrick. Patrick! What's the big idea? I thought we were in here to play golf, remember?
",8
18433,Patrick,155," Okay, okay!
",8
18434,SpongeBob,155," Now where is that darn ball?
",8
18435,Patrick,155," Oh!
",8
18436,SpongeBob,155," Patrick, have you seen by ball?
",8
18437,Patrick,155," Was it a red one?
",8
18438,SpongeBob,155," M-hmm.
",8
18439,Patrick,155," It might have been in the kelp salad.
",8
18440,SpongeBob,155," Patrick, you ate my ball?
",8
18441,Patrick,155," Don't worry, I'll get it.
",8
18442,SpongeBob,155," Patrick, no!
",8
18443,Patrick,155," No?
",8
18444,SpongeBob,155," I have to play the ball where it lies. [goes inside Patrick and opens his mouth] You'll need to leave this open. [goes back inside] Now, let's see, if I was a golf ball, where would I-oh! Next to the gallbladder, of course. Fore! [the ball goes through wall and hits lamp] Where's your ball?
",8
18445,Patrick,155," I don't know. Gotta be around here somewhere. [ball is seen in Patrick's bum hole on outside of his pants]
",8
18446,SpongeBob,155," There it is!
",8
18447,Patrick,155," Uh-oh.
",8
18448,SpongeBob,155," Play it where it lies.
",8
18449,Patrick,155," [angrily grumbling. Cuts to him shooting it and ricocheting off a cabinet to a overhead desk lamp, picture, and through a wall] Hole in one! Top that!
",8
18450,SpongeBob,155," I could do that blindfolded. [Patrick hands him a blindfold]
",8
18451,Patrick,155," Wait up! Warmer. Warmer. Red hot!
",8
18452,SpongeBob,155," [slams a door] Aha!
",8
18453,Patrick,155," Warmer. Warmer. Colder. Colder. Warmer. Warmer. Warmer. Hot. Hotter. Red hot! Red hot! [SpongeBob splits a table] Wait, My mistake. You're right. Oh, Warmer. Warmer. Hot. Hot. Red hot. Red hot! SpongeBob, red hot! [Kills a plant] Wrong again.
",8
18454,SpongeBob,155," Patrick... [peeks out]
",8
18455,Patrick,155," Stop peeking! Hotter. [wrecks Squidward's house along the way] Hotter! Hot! Hot! Cold. Hot. Cold. Hot! Cold.
",8
18456,SpongeBob,155," Patrick! This is ridic- [sees Squidward's wrecked house] -ulous. Wow. Squidward's really let this place go. Patrick!
",8
18457,Patrick,155," [in shower] AAAAAHHH!!!!!!!!!!
",8
18458,SpongeBob,155," What are you doing?
",8
18459,Patrick,155," I was just freshening up. These fancy fixtures are touchy [steam builds up around Patrick] Hot! Red hot! Ah! Cold! Cold!
",8
18460,SpongeBob,155," Would you please get back in the game?
",8
18461,Patrick,155," But I wanted to try his loofah.
",8
18462,SpongeBob,155," Those balls have gotta be around here somewhere. Oh, Patrick.
",8
18463,Patrick,155," Uhh, look a little closer, buddy.
",8
18464,SpongeBob,155," [uneasily] Play it where it lies?
",8
18465,Patrick,155," Play it where it lies.
",8
18466,SpongeBob,155," But how are we gonna hit our balls back to my house from here?
",8
18467,Patrick,155," All it takes is a little finesse, SpongeBob. All it takes is a little finesse.
",8
18468,SpongeBob,155," Okay, you're good to go.
",8
18469,Patrick,155," Fore! [wrecks top front of house] It's all yours.
",8
18470,SpongeBob,155," This one's for all the marbles.
",8
